Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.999,0.125,0.085,1.79,1.78,0,0.09597258741736796,0.4718484878540039,0.056226491928100586
cpu_system_time_diff_ema_1,0.999,0.131,0.085,1.87,1.87,0,0.09597258741736796,0.4718484878540039,0.056226491928100586
cpu_idle_time_diff_ema_1,0.999,0.113,0.079,1.76,1.76,0,0.09597258741736796,0.4718484878540039,0.056226491928100586
memory_ema_1,0.999,0.127,0.084,1.96,1.94,0,0.09597258741736796,0.4718484878540039,0.056226491928100586
