State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,3.9650895293376166e-05,"(-1.354929527858703, 1.3550088296492897)",1.0000396508952933,"(-0.354929527858703, 2.3550088296492895)",1.6336139597474926,1.9118321315253957
entire,3.9650895293376166e-05,"(-1.354929527858703, 1.3550088296492897)",1.0000396508952933,"(-0.354929527858703, 2.3550088296492895)",1.6336139597474926,1.9118321315253957
Stream,-0.0004071806217093783,"(-0.22088267185617194, 0.22006831061275317)",0.9995928193782906,"(0.7791173281438281, 1.2200683106127532)",1.4444746759798444,0.7677117336940601
AR,-0.0002065748145244746,"(-0.41644163006666646, 0.41602848043761753)",0.9997934251854755,"(0.5835583699333334, 1.4160284804376175)",0.9550077355753787,0.5275391481077404
Idle,-0.004295611168860194,"(-0.15128506435150108, 0.14269384201378071)",0.9957043888311398,"(0.8487149356484989, 1.1426938420137807)",1.7624473256629174,0.15701639118330335
Mining,0.00023053026316044594,"(-0.0018699146743747232, 0.002330975200695615)",1.0002305302631604,"(0.9981300853256253, 1.0023309752006957)",1.7429484205888228,0.20385340644071231
Gaming,-0.002995627079830068,"(-0.7047251293122699, 0.6987338751526099)",0.9970043729201701,"(0.29527487068772995, 1.6987338751526102)",1.5721750142984319,0.2296850589559085
