Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.896,1.634,0.508,93.08,25.47,0.0006344318389892578,0.08993642227897133,5.309947729110718,0.07586789131164551
cpu_system_time_diff,0.622,0.256,0.146,42.5,29.57,0.0006344318389892578,0.08623799908087376,5.1461381912231445,0.07284808158874512
cpu_idle_time_diff,0.872,1.833,0.658,13.99,7.25,0.0006344318389892578,0.08578589307124175,5.091143846511841,0.07313108444213867
memory,0.898,2.444,0.558,1.7,1.66,0.0006344318389892578,0.08540946000666005,5.014711856842041,0.07131195068359375
