Autocorrelation
3975443030658776589
7950898884776958534
-6520388719839555100
-2544932053165719104
1430524478999584911
5405982781270351601
-9065303124675795381
-5089844204678090452
-1114384246012976633
2861074559256855987
6836534008063964820
-7634749972496313431
-3659290013858124621
316171589638074218
4291633562114351035
8267094838264441952
-6204187271320351081
-2228724938215679031
1746737839015873553
5722202190966290218
-8749077665303160466
-4773613778774155193
-798149567707287126
3177314032732298715
7152779072622733917
-7318498635337548916
-3343032404100583741
632434783323191551
4607902168323411991
8583369418810963354
-5887906137799522082
-1912437419176962436
2063031987418182118
6038501094791904615
-8432774050498910309
-4457304910222227522
-481834649494435636
3493636433600039158
7469109073875392361
-7002161671586122318
-3026688158854501496
948785722852865886
4924260552171287832
8899736956204775863
-5571530344496403883
-1596054724891335713
2379421538243866617
6354897694237159489
-8116369606520031046
-4140892075458897959
-165413288681744748
3810066001573931866
7785545906796734277
-6685718567608276428
-2710237198207431130
1265244540166494059
5240727030765758634
9216209647517960362
-5255051627008943909
-1279569006783527699
2695914576771788116
6671398599434811820
-7799860380389431854
-3824375160352083346
151109925164976325
4126595698649728456
8102082419742293320
-6369175067394025960
-2393686906110341701
1581801062326357894
5557288439170428699
-8913967614168167550
-4938478949466693399
-962990030151515022
3012500144875971135
6987989942562640835
-7483263645494681915
-3507772790874633207
467718839949065387
4443210608030672331
8418703631821151589
-6052548114436773355
-2077055556093281224
1898437757623780207
5873931531177261145
-8597318329875480096
-4621822495791241977
-646326216562814918
3329170431631052851
7304666945299858980
-7166579025005132119
-3191080552635432507
784418671952999668
4759918584503413798
8735417343641783770
-5735827327409003392
-1760327280423884261
2215172702171255464
6190674259471489558
-8280567568977274486
-4305066020057738491
-329563783180108544
3645939350512560126
7621442178276994771
-6849797492965016342
-2874293225025064451
1101210711988194124
5076714973522067841
9052219726578357526
-5419018835978961985
-1443512069121634726
2531995201201449685
6507502597669799322
-7963733710613722282
-3988226583204963471
-12718767837916326
3962789799743762142
7938299055283203855
-6532936412812885716
-2557427986171979127
1418081403788337481
5393591232844485654
-9077642259595469387
-5102109324420548125
-1126575607690065065
2848959773911788051
6824497593535458243
-7646708903109372029
-3671167455401819612
304376335138059838
4279919465724220912
8255463733290170968
-6215734301330110667
-2240184942489984598
1735368964383672031
5710924546144278119
-8760262509594322266
-4784702798108222705
-809143231185615317
3166418504095545488
7141982970468488958
-7329194797530721577
-3353628098836827376
621940317098089658
4597510354257090606
8573084293174754849
-5898084092461502904
-1922506913994191836
2053070565073556256
6028649883471578706
-8442513196954574370
-4466930847787985905
-491345279074953130
3484242233298978920
7459829589193739610
-7011326541102255233
-3035735314835507947
939859000716738874
4915455760158820791
8891054253097232415
-5580091530571050164
-1604491713249279307
2371110185751079337
6346713924081971838
-8124423849676863134
-4148813969477848051
-173204749247240999
3802406967738954868
7778020799404993692
-6693108261233138688
-2717491005545511132
1258127590987936354
5233746807110250977
9209370973668036164
-5261748474371219826
-1286121955522207478
2689507790374246313
6665138809121464709
-7805974254731512963
-3830341449996101818
145293304966770545
4120929906763143186
8096568623419499102
-6374534051785242499
-2398890877298104267
1576754061359095286
5552401651799531684
-8918694462540939391
-4943043777108976233
-967391416811554012
3008261267938843740
6983914596174441111
-7487174024606578140
-3511516732366116139
464143221678917395
4439805055116591543
8415468659522984947
-6055608559324383344
-2079940852092743876
1895728169293762340
5871398897234526758
-8599672218455780240
-4623998161781684068
-648322471619870813
3327356077168717848
7303038034221138309
-7168023220047469148
-3192337849026299230
783348985725062749
4759038160766122154
8734729351331092914
-5736321682484253489
-1760627790223247141
2215070144046928712
6190768415284229667
-8280276449007960371
-4304573555970302468
-328868813614723386
3646837274576605922
7622545256419427948
-6848490051430812008
-2872779610719349207
1102932033044460921
5078642991522035729
9054355131382416047
-5416673575438324787
-1440957751351841856
2534759136670916909
6510479217905037127
-7960542937779433463
-3984818969168527713
-9092625208121101
3966634325791587120
7942364070464168501
-6528649766924291998
-2552916868816906890
1422818372077489537
5398556339010175567
-9072449475022185588
-5096709862009184186
-1120969456940360838
2854771636026645977
6830503118118851457
-7640507662412297395
-3664774125706655550
310108676738356112
4284992524913186577
8259876659243555226
-6211983414935192786
-2237098374119567512
1737786578071787265
5711812138525355047
-8760905733679458333
-4786883879009903615
-812861336778330977
3161162378242006076
7135185832466707356
-7338379196696210577
-3365199208200205981
607980562454997582
4581161020576833397
8554341562550407761
-5919222242891036917
-1948228914847164616
2022764545427202940
5993758680038181656
-8481990891151411030
-4510996296036258609
-540001014872142001
3430148470332438249
7400298274086671941
-7076295942601569980
-3106145717720026953
864005494474679398
4834156451597054234
8803455930374849715
-5673987706688010166
-1704687626031630586
2264612933982227510
6233914810112524473
-8243527020383673928
-4275085575249775641
-306642869292909138
3661800471988414301
7630243995962763173
-6848056164606799108
-2879612845001609539
1087959838213821156
5055532408027825232
9023105510236797711
-5456064705054662045
-1489800348687619820
2476463866556713825
6441899742980443560
-8039408595318113017
-4073972853008616615
-108536971488622694
3856889269784578102
7822315739031075595
-6659818789214608569
-2695209860911482141
1269398844853951989
5234007861545304075
9198617323437571691
-5283517054301944200
-1319751568511415669
2644011203175571039
6607774698740530253
-7879606052961870776
-3920243297389119556
39100041644527778
3998442596646502499
7957785339783963157
-6529616159014279344
-2570273457864596825
1389070730926003731
5348414780687281143
-9138985842717286432
-5179642276058579423
-1220299557907587960
2739043267356246691
6698387260590607408
-7789012958184545762
-3829670693313932209
129671522909799995
4089010964206337042
8048350448135266300
-6439896471411985018
-2481399340295427876
1477096558389191160
5434745260072699551
-9054350186141521787
-5096701360111149528
-1141224120287814353
2814252929561462301
6769740734025613001
-7722361643311222886
-3767721800209724990
186914892921336667
4140956409099583011
8094995335760175145
-6398288728717762145
-2446033261607177383
1505443241777120756
5456915322384785571
-9038367380700503470
-5088091874315674874
-1137818081224254889
2812453313694299681
6762715414672579022
-7733769421823457770
-3783510164612369870
166710796307494184
4116926531822883241
8067140370845662420
-6429393900544577575
-2480057080499330020
1468511517703374431
5416881528470545200
-9085016015713421781
-5140893668431371784
-1197932141802036439
2745029086098213036
6688010725062351189
-7815750016207040234
-3872763966982949630
70224296018330295
4013214644187844717
7956208475650250626
-6547540773591160991
-2604544389128833536
1338453056713284095
5281451900043128689
-9222292528866266404
-5279291442511388383
-1336289890914299343
2606713693158951749
6549717638951828196
-7954020214640109119
-4011012555325610696
-68003847877876602
3875010669371715506
7818026807431689717
-6685699977247409208
-2742682099574239871
1200336236861926213
5143353989028811308
9086374146687159015
-5417345476376506801
-1474318590537774725
2468708894807475056
6411739548253259787
-8091972507117278395
-4148938367439274560
-205900403949318220
3737136701859009518
7680174152453940094
-6823532047728715778
-2880492054608440109
1062547934801837306
5005591118182004104
8948636136423529633
-5555063861041748429
-1612016509051414372
2331031133333746236
6274080280587349647
-8229612395572225989
-4286561056270625755
-343509653610405969
3599546012013686919
7542603343020763060
-6961080554557257086
-3018019550074992271
925042330967802798
4868104618051450612
8811172019658133037
-5692502561397620566
-1749433961684042190
2193638448015892609
6136711624102786608
-8366958910389791711
-4423885278332686386
-480810077146950678
3462269462745892240
7405350450512928842
-7098311517891263606
-3155230349301538023
787853705163411067
4730940461480978837
8674026702697796899
-5829627359827840803
-1886537902244134089
2056552717850373166
5999643702711735289
-8504007771814809634
-4560912620641665730
-617813931904950168
3325285707739183873
7268385062991596570
-7235257025659831988
-3292153402690510527
650953014044645576
4594059471534084903
8537166112559694033
-5966469973444136421
-2023361712721222620
1919749111967002388
5862862034420404277
-8640766515107143437
-4697648324329569556
-754531431884671388
3188586977866286951
7131706562266427530
-7371916793454052732
-3428792372577802204
514333802825786280
4457460009603818143
8400588144765790884
-6103024426652234368
-2159891645272532689
1783244388745060077
5726380727034293583
-8777229276785440691
-4834092897862517847
-890956808939519787
3052180613357243462
6995322498486701579
-7508279946108082519
-3565139769289033569
378001912431608362
4321147334771118771
8264293551161266290
-6239303251990208598
-2296152568120305529
1646997843446534135
5590151248689876834
-8913438572216737976
-4970284129813356330
-1027130191578887680
2916025375224089598
6859182287122803349
-7644404478373271983
-3701246228389470175
241913709139142505
4185076250757381792
8128241355316100746
-6375338219668281088
-2432171804866088599
1510996771215608300
5454165914011062300
-9049408514554596930
-5106238125365513813
-1163065565503967555
2780109395539818804
6723285806587314931
-7780281905344161535
-3837105414225606533
106074822825875469
4049255221884964134
7992436909376467247
-6511124702191589055
-2567941383401810048
1375245209103450996
5318431988212839231
-9185122816932758605
-5241932059618382029
