cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
4.887,4.887,79.11,130.87,0.577,0.577,48.74,64.44,5.624,5.624,45.64,37.16,10.66,10.66,41.31,52.07
1.027,1.027,16.03,17.42,0.222,0.222,17.72,19.44,0.604,0.604,5.02,4.9,9.566,9.566,37.07,45.51
0.134,0.134,2.13,2.15,0.006,0.006,0.52,0.52,0.154,0.154,1.26,1.25,8.585,8.585,33.27,39.91
0.379,0.379,5.71,5.87,0.064,0.064,4.94,5.06,0.563,0.563,4.81,4.7,7.806,7.806,30.14,35.48
0.188,0.188,2.88,2.92,0.081,0.081,6.27,6.47,0.428,0.428,3.62,3.56,7.067,7.067,27.23,31.52
0.192,0.192,3.04,2.99,0.101,0.101,8.87,8.49,0.128,0.128,1.06,1.06,6.269,6.269,24.09,27.39
0.042,0.042,0.66,0.66,0.088,0.088,7.55,7.27,0.12,0.12,0.99,1.0,5.544,5.544,21.27,23.8
0.009,0.009,0.13,0.13,0.016,0.016,1.36,1.37,0.081,0.081,0.67,0.67,4.885,4.885,18.73,20.67
0.113,0.113,1.81,1.79,0.052,0.052,4.57,4.47,0.156,0.156,1.28,1.29,4.345,4.345,16.62,18.13
0.076,0.076,1.21,1.2,0.009,0.009,0.74,0.74,0.176,0.176,1.44,1.45,3.84,3.84,14.67,15.83
0.042,0.042,0.67,0.67,0.044,0.044,3.85,3.93,0.243,0.243,1.98,2.0,3.386,3.386,12.93,13.83
0.127,0.127,2.07,2.05,0.074,0.074,6.58,6.37,0.032,0.032,0.26,0.26,3.097,3.097,11.82,12.57
0.012,0.012,0.19,0.19,0.043,0.043,3.79,3.72,0.05,0.05,0.41,0.41,2.715,2.715,10.36,10.93
0.12,0.12,1.9,1.92,0.01,0.01,0.88,0.87,0.067,0.067,0.55,0.55,2.441,2.441,9.32,9.77
0.094,0.094,1.49,1.5,0.017,0.017,1.49,1.48,0.154,0.154,1.27,1.26,2.192,2.192,8.37,8.73
0.153,0.153,2.39,2.42,0.064,0.064,5.32,5.47,0.243,0.243,2.01,1.99,1.969,1.969,7.52,7.81
0.024,0.024,0.38,0.38,0.019,0.019,1.7,1.72,0.243,0.243,2.01,1.99,1.818,1.818,6.93,7.17
0.124,0.124,2.0,1.98,0.054,0.054,4.67,4.78,0.024,0.024,0.19,0.19,1.662,1.662,6.33,6.53
0.001,0.001,0.02,0.02,0.125,0.125,10.12,10.66,0.024,0.024,0.2,0.2,1.591,1.591,6.05,6.24
0.07,0.07,1.12,1.11,0.123,0.123,9.63,10.12,0.014,0.014,0.12,0.12,1.518,1.518,5.77,5.94
0.149,0.149,2.42,2.39,0.055,0.055,4.83,4.71,0.1,0.1,0.81,0.81,1.335,1.335,5.08,5.21
0.024,0.024,0.39,0.38,0.067,0.067,5.9,5.73,0.001,0.001,0.0,0.0,1.22,1.22,4.63,4.74
0.101,0.101,1.62,1.61,0.075,0.075,6.44,6.66,0.095,0.095,0.77,0.78,1.127,1.127,4.27,4.37
0.191,0.191,3.15,3.1,0.038,0.038,3.37,3.43,0.185,0.185,1.5,1.51,1.035,1.035,3.93,4.01
0.086,0.086,1.39,1.38,0.077,0.077,7.27,7.01,0.007,0.007,0.06,0.06,1.015,1.015,3.85,3.92
0.08,0.08,1.29,1.28,0.006,0.006,0.56,0.57,0.106,0.106,0.87,0.87,0.929,0.929,3.52,3.58
0.192,0.192,3.03,3.08,0.152,0.152,12.22,13.01,0.52,0.52,4.42,4.33,0.895,0.895,3.39,3.44
0.164,0.164,2.57,2.61,0.057,0.057,4.86,4.98,0.235,0.235,1.95,1.93,0.832,0.832,3.15,3.2
0.003,0.003,0.04,0.04,0.005,0.005,0.46,0.46,0.019,0.019,0.16,0.16,0.833,0.833,3.15,3.2
0.263,0.263,4.33,4.24,0.005,0.005,0.49,0.48,0.226,0.226,1.83,1.85,0.813,0.813,3.07,3.12
