cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.054,0.054,1.2,1.19,0.036,0.036,3.41,3.35,0.05,0.05,0.36,0.36,1.124,1.124,4.65,4.55
0.146,0.146,3.15,3.2,0.058,0.058,5.78,5.61,0.249,0.249,1.79,1.77,0.667,0.667,2.76,2.73
0.107,0.107,2.38,2.36,0.083,0.083,8.26,7.93,0.053,0.053,0.38,0.37,0.558,0.558,2.31,2.29
0.177,0.177,4.0,3.92,0.117,0.117,11.03,10.46,0.041,0.041,0.29,0.29,0.421,0.421,1.75,1.73
0.265,0.265,5.85,6.02,0.053,0.053,4.45,4.55,0.054,0.054,0.39,0.39,0.325,0.325,1.35,1.34
0.178,0.178,3.96,4.04,0.045,0.045,3.86,3.94,0.112,0.112,0.79,0.8,0.242,0.242,1.0,1.0
0.021,0.021,0.48,0.48,0.14,0.14,12.2,13.0,0.117,0.117,0.83,0.83,0.177,0.177,0.74,0.73
0.082,0.082,1.88,1.86,0.076,0.076,7.15,7.42,0.062,0.062,0.44,0.44,0.129,0.129,0.53,0.53
0.052,0.052,1.19,1.18,0.223,0.223,21.91,24.61,0.102,0.102,0.72,0.72,0.093,0.093,0.39,0.39
0.193,0.193,4.39,4.3,0.111,0.111,12.0,11.32,0.14,0.14,0.99,0.99,0.067,0.067,0.28,0.28
0.102,0.102,2.3,2.32,0.031,0.031,3.01,2.96,0.013,0.013,0.09,0.09,0.048,0.048,0.2,0.2
0.131,0.131,2.93,2.98,0.076,0.076,6.49,6.71,0.075,0.075,0.53,0.53,0.005,0.005,0.02,0.02
0.095,0.095,2.14,2.17,0.185,0.185,15.93,17.31,0.007,0.007,0.05,0.05,0.012,0.012,0.05,0.05
0.162,0.162,3.55,3.62,0.2,0.2,17.68,19.39,0.106,0.106,0.75,0.75,0.002,0.002,0.01,0.01
0.042,0.042,0.95,0.95,0.149,0.149,14.07,15.13,0.038,0.038,0.26,0.26,0.045,0.045,0.18,0.18
0.004,0.004,0.09,0.09,0.005,0.005,0.46,0.46,0.003,0.003,0.02,0.02,0.239,0.239,0.99,0.98
0.015,0.015,0.33,0.33,0.017,0.017,1.64,1.62,0.176,0.176,1.25,1.24,0.223,0.223,0.92,0.92
0.134,0.134,3.06,3.01,0.117,0.117,12.24,11.54,0.048,0.048,0.34,0.34,1.092,1.092,4.51,4.41
0.107,0.107,2.43,2.4,0.049,0.049,4.59,4.49,0.034,0.034,0.24,0.24,1.031,1.031,4.26,4.17
0.156,0.156,3.57,3.64,0.116,0.116,10.34,10.91,0.078,0.078,0.55,0.55,0.975,0.975,4.03,3.95
0.1,0.1,2.19,2.21,0.045,0.045,4.12,4.21,0.043,0.043,0.31,0.31,0.921,0.921,3.81,3.73
0.347,0.347,7.56,7.86,0.095,0.095,8.5,8.88,0.138,0.138,0.98,0.98,0.82,0.82,3.38,3.33
0.143,0.143,3.14,3.19,0.102,0.102,9.19,9.63,0.113,0.113,0.81,0.81,1.621,1.621,6.67,6.45
0.074,0.074,1.63,1.64,0.268,0.268,24.88,28.41,0.113,0.113,0.8,0.8,1.202,1.202,4.93,4.81
0.149,0.149,3.25,3.3,0.434,0.434,41.43,52.25,0.175,0.175,1.26,1.25,0.908,0.908,3.72,3.65
0.152,0.152,3.28,3.33,0.496,0.496,45.49,58.89,0.171,0.171,1.23,1.22,0.699,0.699,2.87,2.83
0.117,0.117,2.54,2.57,0.531,0.531,46.97,61.38,0.025,0.025,0.18,0.18,0.385,0.385,1.58,1.57
0.045,0.045,0.98,0.98,0.521,0.521,45.95,59.66,0.199,0.199,1.41,1.42,1.632,1.632,6.69,6.47
0.078,0.078,1.73,1.72,0.562,0.562,47.73,62.69,0.35,0.35,2.49,2.52,1.852,1.852,7.59,7.31
0.125,0.125,2.83,2.79,0.504,0.504,44.49,57.21,0.189,0.189,1.34,1.34,2.101,2.101,8.61,8.26
0.038,0.038,0.85,0.85,0.418,0.418,39.4,49.07,0.026,0.026,0.18,0.18,1.986,1.986,8.14,7.82
0.006,0.006,0.14,0.14,0.385,0.385,38.26,47.3,0.018,0.018,0.13,0.13,1.876,1.876,7.69,7.41
0.09,0.09,2.04,2.02,0.22,0.22,21.97,24.68,0.094,0.094,0.67,0.67,1.773,1.773,7.27,7.01
0.01,0.01,0.22,0.22,0.123,0.123,11.26,11.93,0.078,0.078,0.55,0.55,1.676,1.676,6.87,6.64
0.236,0.236,5.23,5.37,0.114,0.114,10.07,10.6,0.058,0.058,0.41,0.41,1.145,1.145,4.68,4.58
0.057,0.057,1.29,1.28,0.101,0.101,8.98,9.4,0.028,0.028,0.2,0.2,0.777,0.777,3.18,3.13
0.06,0.06,1.37,1.36,0.004,0.004,0.39,0.39,0.119,0.119,0.84,0.84,1.701,1.701,6.95,6.71
0.035,0.035,0.79,0.79,0.003,0.003,0.25,0.25,0.154,0.154,1.1,1.1,1.595,1.595,6.51,6.31
0.208,0.208,4.69,4.58,0.005,0.005,0.5,0.5,0.021,0.021,0.15,0.15,1.498,1.498,6.11,5.93
0.052,0.052,1.17,1.16,0.064,0.064,6.33,6.13,0.047,0.047,0.33,0.33,1.407,1.407,5.74,5.58
0.01,0.01,0.21,0.21,0.182,0.182,14.64,15.8,0.056,0.056,0.39,0.39,1.597,1.597,6.52,6.31
1.882,1.882,29.26,34.27,0.267,0.267,20.2,22.46,2.133,2.133,17.72,16.28,1.024,1.024,4.08,4.0
2.611,2.611,36.56,44.75,0.337,0.337,23.88,27.12,3.692,3.692,35.74,30.32,0.984,0.984,3.93,3.85
2.039,2.039,32.46,38.75,0.012,0.012,0.93,0.93,1.189,1.189,9.53,9.1,7.612,7.612,40.33,33.56
1.275,1.275,34.33,29.3,0.573,0.573,85.25,59.77,2.322,2.322,15.64,16.97,12.096,12.096,77.85,56.04
4.783,4.783,254.07,111.91,0.907,0.907,261.92,113.4,5.512,5.512,31.73,37.71,12.068,12.068,87.01,60.63
4.97,4.97,511.67,143.79,1.123,1.123,552.72,146.86,9.506,9.506,51.06,68.57,9.211,9.211,70.66,52.22
5.762,5.762,1139.55,170.14,1.826,1.826,1443.09,175.66,8.21,8.21,43.03,54.83,9.891,9.891,78.39,56.32
6.299,6.299,2227.22,183.52,1.25,1.25,1209.99,171.63,3.375,3.375,18.9,20.87,8.552,8.552,68.92,51.26
1.212,1.212,707.31,155.91,0.719,0.719,830.18,161.17,1.356,1.356,7.19,7.46,6.67,6.67,54.21,42.65
1.573,1.573,1488.01,176.3,0.45,0.45,658.36,153.4,0.847,0.847,4.37,4.47,5.001,5.001,40.82,33.9
0.152,0.152,183.15,95.6,0.31,0.31,483.0,141.44,0.687,0.687,3.5,3.56,3.678,3.678,30.09,26.15
0.19,0.19,308.76,121.38,0.481,0.481,923.97,164.41,0.419,0.419,2.12,2.14,2.677,2.677,21.92,19.75
