Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sma_2,0.918,1.876,0.836,63.67,28.89,0.0013592243194580078,0.12885515933239058,11.311434984207153,0.07493114471435547
cpu_system_time_diff_sma_2,-0.01,177.166,17.718,45.73,36.27,0.0013592243194580078,0.1683422003094024,11.220898628234863,0.07727289199829102
cpu_idle_time_diff_sma_2,-0.002,982.693,48.89,13.88,11.53,0.0013592243194580078,0.13929900135777992,5.0673699378967285,0.0767059326171875
memory_sma_2,-0.028,207.756,35.809,120.45,28.24,0.0013592243194580078,0.12164933136433341,10.403843879699707,0.07309937477111816
