ACF,PACF
1.0,1.0
0.9998464426123166,0.9998464426123166
0.9996941028179118,0.0038881395002045185
0.9995455532550176,0.012282086923350196
0.9993998981898566,0.009451316146989835
0.9992546718049268,0.0015531166553012382
0.9991093607233571,-0.00010160792886324071
0.9989639804852208,-0.0001719579085687217
0.9988185827216012,-0.00010630502850565725
0.9986731678532441,-0.00013348869142063032
0.998527707305031,-0.00022672226001761307
0.9983822082620845,-0.0002022244431505232
0.9982366752785079,-0.00018937967187843967
0.9980911156505015,-0.00016672931925187972
0.9979455241405228,-0.00018309995953799207
0.9977999058294985,-0.00016576254803134528
0.997654291770702,-6.439971152087468e-05
0.9975086730534566,-9.241329639808835e-05
0.9973630296941458,-0.00015496399353268824
0.9972173597253721,-0.00016063887776504547
0.9970716639806682,-0.00015979861302539952
0.9969259472887599,-0.00014554523579312652
0.9967802078117382,-0.00015170444413970812
0.9966344476896554,-0.0001443840043899417
0.9964887121769572,3.2218956537152357e-06
0.9963429802353723,-6.397891178064543e-05
0.9961972313040242,-0.00012774557769985146
0.9960514742681541,-9.821613631682306e-05
0.9959057050633856,-0.00011367240645132329
0.9957599186028468,-0.00013113196870629374
0.995614116396976,-0.00012638988261988655
0.9954683006575091,-0.00011972010662061496
0.9953225162241871,2.6140699555793813e-05
0.9951767418669106,-4.1616728909490366e-05
0.9950309505801765,-0.0001263830689662651
0.9948851378087814,-0.00014085036697829146
0.9947393015852362,-0.0001503922983629566
0.9945934465749219,-0.00013753386692547822
0.9944475699465192,-0.0001474117165635163
0.9943016787669651,-0.00012426622674717563
0.9941558054687398,-1.841469422714214e-05
0.9940099368351467,-6.019061903825079e-05
0.9938640537963265,-0.00011963658776804615
0.9937181493176155,-0.0001420308130104954
0.9935722223773724,-0.00014754310820327846
0.9934262757803498,-0.00014033631228951295
0.9932803090558595,-0.0001425529046957379
0.9931343230613752,-0.00013965742369073534
0.9929883188569231,-0.00013607393702756707
0.9928423561514,5.843577526965674e-05
0.9926963794238748,-0.000120660216303684
0.9925503869000815,-0.00012303710876692366
0.9924043782313606,-0.00012497264050929339
0.9922583504125307,-0.00013770636373013165
0.992112307926098,-0.000123919474148479
0.9919662516609198,-0.00012117429604811667
0.9918201781051602,-0.00013241228770596926
0.9916741534732189,8.340998973141049e-05
0.9915281136747616,-0.00012377367959982033
0.9913820561861872,-0.00012858304094334776
0.9912359834889551,-0.00012167021197946129
0.9910898970361078,-0.00012032828024112087
0.9909438441503914,3.320337051422735e-05
0.9907978129518755,-3.9489362203484025e-06
0.9906517667094721,-0.00011990593675266934
0.9905057234683258,-6.018477674877618e-05
0.9903596686216571,-0.00011053455877551916
0.9902136030325062,-0.000109066622963735
0.9900675220866602,-0.00012456952296692337
0.9899214343150451,-9.756749798295294e-05
0.989775331709899,-0.00012391037234315655
0.989629254298105,6.642375251374381e-06
0.9894831618580077,-0.00012335538939564457
0.9893370838734038,-2.5639455011669787e-05
0.9891909934615962,-0.00011331695510667506
0.9890448898163684,-0.0001163549059153783
0.98889877186683,-0.00012064273960676953
0.9887526398655824,-0.00012126050789699237
0.9886064934280236,-0.0001229196706339734
0.988460369351545,-3.1789001061196522e-06
0.98831423377589,-0.0001123993920819171
0.9881681093523276,-3.664596843327775e-05
0.9880219729304998,-0.00011197142812257095
0.9878758223020817,-0.00011965047563905139
0.9877296554027739,-0.00012727361738647152
0.987583484220413,-8.963238984684307e-05
0.9874372961651525,-0.00013083581114456747
0.9872912060718909,0.00024361058267302827
0.9871451003787979,-0.0001233377070992822
0.9869989997653849,-5.0465712497973516e-05
0.9868528857301347,-0.00011242511037844447
0.9867067593735349,-0.00011347815105373834
0.9865606161066953,-0.0001298275879054741
0.9864144569177209,-0.00012760997370675877
0.9862682813605317,-0.00012947616006447836
0.9861221302424737,3.130353831900156e-06
0.9859759614333935,-0.00013302774742927583
0.9858298150827386,-1.0482242581910188e-07
0.985683655837978,-0.00011512411884470394
0.9855374885376889,-9.92395708437142e-05
0.9853913094934914,-0.00011193536599711725
0.985245117635931,-0.00011687024277399582
