Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
0.981,0.78,0.444,119.97,137.26,11.508086681365967,0.022620051243182573,0.41739583015441895,0.018881559371948242
0.98,0.821,0.424,5.87,7.03,11.508086681365967,0.022620051243182573,0.41739583015441895,0.018881559371948242
0.933,0.454,0.366,4.12,4.05,11.508086681365967,0.022620051243182573,0.41739583015441895,0.018881559371948242
