cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.655,0.655,11.15,11.81,0.089,0.089,9.16,8.76,1.044,1.044,8.19,7.86,13.062,13.062,46.48,60.56
0.153,0.153,2.55,2.59,0.274,0.274,20.63,23.0,0.016,0.016,0.13,0.13,2.348,2.348,8.33,8.69
0.065,0.065,1.08,1.09,0.122,0.122,10.16,10.71,0.221,0.221,1.78,1.76,0.487,0.487,1.73,1.74
0.221,0.221,3.9,3.83,0.131,0.131,13.33,12.5,0.028,0.028,0.22,0.22,0.1,0.1,0.35,0.36
0.161,0.161,2.78,2.74,0.089,0.089,7.56,7.85,0.301,0.301,2.36,2.38,0.108,0.108,0.38,0.39
0.166,0.166,2.94,2.9,0.109,0.109,10.08,9.6,0.14,0.14,1.1,1.11,0.184,0.184,0.65,0.65
0.261,0.261,4.28,4.38,0.158,0.158,11.81,12.55,0.384,0.384,3.13,3.08,0.192,0.192,0.68,0.68
0.102,0.102,1.76,1.78,0.102,0.102,8.36,8.72,0.815,0.815,6.82,6.59,0.195,0.195,0.69,0.69
0.086,0.086,1.48,1.49,0.105,0.105,10.52,10.0,0.213,0.213,1.69,1.7,0.072,0.072,0.26,0.26
0.247,0.247,4.15,4.23,0.216,0.216,16.58,18.08,0.827,0.827,6.53,6.75,0.021,0.021,0.07,0.07
0.154,0.154,2.64,2.68,0.015,0.015,1.26,1.26,0.76,0.76,6.02,6.2,0.136,0.136,0.48,0.48
0.238,0.238,4.14,4.05,0.217,0.217,20.89,18.92,0.355,0.355,2.79,2.83,0.267,0.267,0.94,0.95
0.003,0.003,0.05,0.05,0.24,0.24,22.25,20.02,0.363,0.363,2.86,2.9,0.155,0.155,0.55,0.55
0.05,0.05,0.85,0.85,0.161,0.161,16.08,14.89,0.064,0.064,0.51,0.51,0.09,0.09,0.32,0.32
0.465,0.465,7.52,7.82,0.161,0.161,13.39,14.36,0.224,0.224,1.8,1.78,0.176,0.176,0.62,0.62
0.221,0.221,3.66,3.73,0.042,0.042,4.29,4.38,0.1,0.1,0.8,0.81,0.102,0.102,0.36,0.36
0.23,0.23,3.86,3.93,0.116,0.116,10.27,10.83,0.226,0.226,1.77,1.79,0.3,0.3,1.06,1.06
0.184,0.184,3.06,3.11,0.016,0.016,1.4,1.41,0.133,0.133,1.06,1.06,0.216,0.216,0.76,0.76
0.285,0.285,4.99,4.87,0.017,0.017,1.59,1.58,0.081,0.081,0.64,0.64,0.1,0.1,0.35,0.35
0.258,0.258,4.46,4.36,0.135,0.135,11.97,12.74,0.041,0.041,0.32,0.32,0.108,0.108,0.38,0.38
0.125,0.125,2.12,2.1,0.065,0.065,5.53,5.69,0.109,0.109,0.87,0.86,0.124,0.124,0.44,0.44
0.16,0.16,2.69,2.73,0.143,0.143,11.46,12.15,0.153,0.153,1.23,1.22,0.099,0.099,0.35,0.35
0.349,0.349,5.55,5.71,0.105,0.105,10.15,9.66,0.248,0.248,2.02,2.0,0.212,0.212,0.75,0.75
0.789,0.789,11.34,12.02,0.029,0.029,2.47,2.5,1.066,1.066,9.3,8.89,0.09,0.09,0.32,0.32
0.63,0.63,9.42,9.89,0.142,0.142,11.58,12.29,0.448,0.448,3.89,3.81,0.0,0.0,0.0,0.0
0.861,0.861,14.54,13.55,0.132,0.132,10.38,10.95,0.609,0.609,4.8,4.91,0.0,0.0,0.0,0.0
0.446,0.446,7.37,7.11,0.043,0.043,3.7,3.77,0.682,0.682,5.57,5.73,0.1,0.1,0.35,0.35
0.341,0.341,5.72,5.56,0.16,0.16,15.09,14.03,0.773,0.773,6.13,6.32,0.1,0.1,0.35,0.35
0.361,0.361,6.3,6.11,0.122,0.122,11.04,10.46,0.376,0.376,2.96,3.01,0.1,0.1,0.35,0.35
0.065,0.065,1.08,1.08,0.04,0.04,3.49,3.43,0.135,0.135,1.08,1.07,0.108,0.108,0.38,0.38
0.063,0.063,1.06,1.06,0.176,0.176,17.26,15.89,0.249,0.249,1.96,1.98,0.236,0.236,0.83,0.83
0.008,0.008,0.14,0.14,0.031,0.031,2.62,2.65,0.069,0.069,0.55,0.54,0.137,0.137,0.48,0.48
0.101,0.101,1.72,1.74,0.02,0.02,1.72,1.73,0.166,0.166,1.32,1.31,0.209,0.209,0.73,0.74
0.09,0.09,1.55,1.53,0.255,0.255,18.78,20.73,0.011,0.011,0.08,0.08,0.223,0.223,0.78,0.79
0.209,0.209,3.55,3.61,0.055,0.055,4.78,4.9,0.033,0.033,0.26,0.26,0.185,0.185,0.65,0.65
0.021,0.021,0.36,0.36,0.284,0.284,29.86,25.98,0.015,0.015,0.12,0.12,0.219,0.219,0.77,0.77
0.148,0.148,2.62,2.58,0.135,0.135,11.99,11.31,0.184,0.184,1.45,1.46,0.182,0.182,0.64,0.64
0.117,0.117,2.04,2.02,0.042,0.042,4.07,3.99,0.041,0.041,0.32,0.32,0.194,0.194,0.68,0.68
0.008,0.008,0.13,0.13,0.113,0.113,9.37,9.83,0.158,0.158,1.25,1.25,0.207,0.207,0.73,0.73
0.661,0.661,10.38,10.94,0.265,0.265,21.56,24.17,0.69,0.69,5.75,5.59,0.321,0.321,1.12,1.13
0.276,0.276,4.69,4.58,0.087,0.087,7.42,7.71,0.13,0.13,1.03,1.03,0.304,0.304,1.06,1.07
0.194,0.194,3.35,3.29,0.008,0.008,0.68,0.68,1.208,1.208,10.71,10.17,0.1,0.1,0.35,0.35
0.414,0.414,7.11,6.86,0.002,0.002,0.14,0.14,0.336,0.336,2.64,2.68,0.108,0.108,0.38,0.38
0.354,0.354,6.2,6.01,0.107,0.107,8.61,9.0,0.348,0.348,2.73,2.77,0.212,0.212,0.74,0.75
1.022,1.022,12.57,13.41,0.589,0.589,31.49,37.38,0.743,0.743,6.54,6.33,11.977,11.977,72.59,53.26
2.642,2.642,26.32,30.31,2.036,2.036,63.42,92.86,8.597,8.597,216.02,103.85,5.059,5.059,21.71,19.58
1.847,1.847,19.93,22.13,0.486,0.486,24.55,27.99,3.807,3.807,45.16,36.84,11.216,11.216,42.01,53.17
1.937,1.937,26.72,23.57,0.228,0.228,8.71,9.11,3.226,3.226,34.0,29.06,7.52,7.52,27.75,32.22
3.947,3.947,30.2,35.57,0.158,0.158,6.55,6.77,5.209,5.209,126.12,77.35,1.559,1.559,5.49,5.65
5.562,5.562,41.08,51.69,0.231,0.231,8.96,9.38,4.058,4.058,110.86,71.33,2.167,2.167,7.58,7.88
3.078,3.078,28.08,32.67,0.207,0.207,10.64,10.1,1.21,1.21,18.04,19.82,1.838,1.838,6.38,6.59
1.506,1.506,16.59,15.32,0.797,0.797,47.45,38.35,2.655,2.655,32.38,38.63,0.399,0.399,1.39,1.4
4.684,4.684,55.04,43.16,1.046,1.046,72.12,53.01,5.13,5.13,52.56,71.3,1.526,1.526,5.65,5.5
2.013,2.013,19.06,17.4,0.506,0.506,24.08,27.37,0.232,0.232,3.33,3.39,0.77,0.77,2.77,2.73
0.447,0.447,4.19,4.28,1.42,1.42,47.18,61.74,3.059,3.059,53.12,41.97,0.748,0.748,2.71,2.75
1.879,1.879,25.39,22.53,0.281,0.281,24.9,22.15,1.429,1.429,13.17,14.1,0.182,0.182,0.67,0.67
