CPU Frequency,Percent CPU Usage,CPU User Time,CPU System Time,CPU Idle Time,Percent Memory Usage,Network Bytes Sent,Network Bytes Recieved,Network Upload Rate,Network Download Rate,Temperature,Bit Rate
1.0,0.4509852203739697,-0.12783252634092998,-0.13409896766627952,-0.14728531110317164,0.30356386146083925,-0.13440380673064412,-0.13303708199843556,0.055548067785311135,0.08866641220560613,0.43857196423430417,0.2076497306194943
0.4509852203739697,1.0,0.019159477972052613,0.01974478463314198,0.01879666700133536,0.04482435784262115,0.02017600555120158,0.021144951782241087,0.08565219659988578,0.041353210280014804,0.8802049020217841,0.47356776656403826
-0.12783252634092998,0.019159477972052613,1.0,0.9957350598226455,0.9766648322186728,-0.0016724248452497754,0.9969092952780456,0.9916216701794865,-0.015721283832006862,-0.03904002566176924,0.29340205356970067,0.025055599504324982
-0.13409896766627952,0.01974478463314198,0.9957350598226455,1.0,0.9764694143292088,-0.018470684195446636,0.9985656891727158,0.9990917995234054,-0.01649922596385879,-0.04340874408178007,0.27965548821541675,0.023023904986114112
-0.14728531110317164,0.01879666700133536,0.9766648322186728,0.9764694143292088,1.0,-0.029273907266786966,0.9854470693979548,0.9715573877455073,-0.0182157735231673,-0.044145859575302454,0.30733877555469763,0.02805799590688104
0.30356386146083925,0.04482435784262115,-0.0016724248452497754,-0.018470684195446636,-0.029273907266786966,1.0,-0.013786378586865499,-0.02099076266540477,0.1520639233569305,0.2998833625432276,0.12032185250255063,0.18581237467300507
-0.13440380673064412,0.02017600555120158,0.9969092952780456,0.9985656891727158,0.9854470693979548,-0.013786378586865499,1.0,0.996389887812107,-0.016250522423325146,-0.04185443098354812,0.29155099346850416,0.02519149566808868
-0.13303708199843556,0.021144951782241087,0.9916216701794865,0.9990917995234054,0.9715573877455073,-0.02099076266540477,0.996389887812107,1.0,-0.016622051618508132,-0.04403752345201387,0.2769634413591362,0.022297541150850354
0.055548067785311135,0.08565219659988578,-0.015721283832006862,-0.01649922596385879,-0.0182157735231673,0.1520639233569305,-0.016250522423325146,-0.016622051618508132,1.0,0.33029741264829865,0.0460593446494443,0.1544732521369332
0.08866641220560613,0.041353210280014804,-0.03904002566176924,-0.04340874408178007,-0.044145859575302454,0.2998833625432276,-0.04185443098354812,-0.04403752345201387,0.33029741264829865,1.0,0.028943920887660343,0.17559748962111363
0.43857196423430417,0.8802049020217841,0.29340205356970067,0.27965548821541675,0.30733877555469763,0.12032185250255063,0.29155099346850416,0.2769634413591362,0.0460593446494443,0.028943920887660343,1.0,0.42869062260525376
0.2076497306194943,0.47356776656403826,0.025055599504324982,0.023023904986114112,0.02805799590688104,0.18581237467300507,0.02519149566808868,0.022297541150850354,0.1544732521369332,0.17559748962111363,0.42869062260525376,1.0
