time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,wifi_freq,bit_rate,link_quality,link_quality_max,signal_level,gpu,gpu_mem,state,net
22-3-2022 19:27:14,1647991634.393916,1800.0,39.6,1873.97,418.13,368007.53,7.0,30481873,43748728,0.0,0.0,38.946,5.745,433.3,65,70,-45,0,0,transition,
22-3-2022 19:27:20,1647991640.4415426,1800.0,90.2,1885.45,421.75,368016.15,11.0,30698861,44411099,0.0003587985991066242,0.00109525774185141,44.79,5.745,433.3,59,70,-51,0,0,transition,
22-3-2022 19:27:25,1647991645.4455082,1800.0,84.9,1898.89,423.38,368020.75,12.3,30801794,44983522,0.00020570285228623976,0.0011439387156135178,46.251,5.745,433.3,60,70,-50,0,0,transition,
22-3-2022 19:27:30,1647991650.4457817,1800.0,72.0,1909.27,426.41,368026.86,12.3,30933765,47073952,0.0002639275649510861,0.004180631347801403,46.738,5.745,433.3,60,70,-50,0,0,stream,
22-3-2022 19:27:35,1647991655.44952,1800.0,61.8,1919.87,428.62,368033.93,12.8,31011817,47648709,0.00015598737125867195,0.0011486551727376687,46.738,5.745,390,63,70,-47,0,0,stream,
22-3-2022 19:27:40,1647991660.4535122,1800.0,26.0,1926.68,430.31,368045.14,12.8,31132306,49572317,0.00024078575276926192,0.003844146771182219,44.79,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:27:45,1647991665.4575355,1800.0,23.2,1931.27,431.56,368058.99,12.5,31189591,50083905,0.00011447788391632614,0.001022353350388155,44.79,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:27:50,1647991670.4615521,1800.0,22.8,1936.47,432.6,368072.3,12.4,31204004,50086038,2.8802861867242935e-05,4.262575755417275e-06,44.79,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:27:55,1647991675.4655538,1800.0,26.5,1940.38,433.48,368087.08,12.4,31217759,50089715,2.748800070744163e-05,7.348119127681779e-06,44.303,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:28:0,1647991680.4695199,1800.0,24.9,1944.3,434.27,368101.94,12.4,31228066,50553204,2.059766155147987e-05,0.0009262432865852191,45.277,5.745,433.3,62,70,-48,0,0,stream,
22-3-2022 19:28:5,1647991685.4735458,1800.0,24.7,1948.78,435.74,368115.65,12.4,31267246,52451784,7.829695629101133e-05,0.003794105035094137,45.764,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:28:10,1647991690.477519,1800.0,25.3,1952.6,436.77,368130.72,12.4,31275071,52453269,1.5637573615822426e-05,2.967641766069815e-06,45.277,5.745,390,63,70,-47,0,0,stream,
22-3-2022 19:28:15,1647991695.481515,1800.0,25.4,1957.0,437.98,368144.71,12.5,31287207,52919805,2.4252617815275953e-05,0.0009323269038453842,44.79,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:28:20,1647991700.4855266,1800.0,30.8,1961.52,439.03,368158.79,12.4,31311163,54751830,4.787358976452933e-05,0.0036611125934363766,44.79,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:28:25,1647991705.4896166,1000.0,25.9,1965.38,439.88,368173.59,12.4,31313233,54753517,4.136616189445022e-06,3.3712422761322473e-06,44.79,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:28:30,1647991710.4941847,1800.0,31.7,1970.44,441.15,368185.79,12.6,31328342,55286372,3.019041743097413e-05,0.0010647372347727657,46.738,5.745,433.3,61,70,-49,0,0,stream,
22-3-2022 19:28:35,1647991715.497845,1800.0,22.4,1975.02,442.47,368199.01,12.4,31330169,55288363,3.651327081043807e-06,3.979087147431976e-06,44.79,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:28:40,1647991720.5018787,1800.0,27.3,1979.41,443.7,368213.28,12.0,31340413,55981483,2.047148440910732e-05,0.0013851225374502602,44.303,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:28:45,1647991725.5058832,1800.0,22.9,1983.66,444.7,368227.83,11.9,31346933,56223144,1.3029564677795017e-05,0.000482935219263899,45.764,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:28:50,1647991730.5095098,1800.0,24.2,1987.57,445.68,368242.67,11.9,31348701,56224421,3.533437137970654e-06,2.552148883025184e-06,45.764,5.745,390,64,70,-46,0,0,stream,
22-3-2022 19:28:55,1647991735.5134947,1800.0,23.0,1991.21,446.5,368257.79,11.9,31350618,56225779,3.830946790473177e-06,2.7138371108307635e-06,45.764,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:29:0,1647991740.5175047,1800.0,22.9,1994.85,447.34,368272.87,11.9,31353438,56227307,5.635480387466584e-06,3.053551075194659e-06,45.277,5.745,433.3,59,70,-51,0,0,stream,
22-3-2022 19:29:5,1647991745.5214891,1800.0,23.4,1998.72,448.07,368287.74,11.9,31358792,56234460,1.069947369363937e-05,1.4294608765521554e-05,45.277,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:29:10,1647991750.5255184,1800.0,23.9,2002.4,449.09,368302.79,11.9,31359512,56235077,1.4388405034776319e-06,1.233006375896804e-06,45.277,5.745,390,64,70,-46,0,0,stream,
22-3-2022 19:29:15,1647991755.5295084,1800.0,23.8,2006.3,450.17,368317.68,11.9,31368062,56238970,1.708636530288011e-05,7.779791827381552e-06,44.79,5.745,433.3,61,70,-49,0,0,stream,
22-3-2022 19:29:20,1647991760.533504,1800.0,22.7,2010.21,451.1,368332.72,11.9,31370073,56240086,4.0187884599780665e-06,2.2302177629714186e-06,45.277,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:29:25,1647991765.5374906,1800.0,24.1,2014.17,452.08,368347.59,11.9,31371114,56240713,2.080341303494657e-06,1.253000958012632e-06,45.277,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:29:30,1647991770.541488,1800.0,25.4,2018.24,452.97,368362.26,11.9,31375290,56243017,8.34532820069252e-06,4.604319007278632e-06,45.764,5.745,433.3,61,70,-49,0,0,stream,
22-3-2022 19:29:35,1647991775.5454946,1800.0,21.6,2021.82,453.83,368377.33,11.9,31375959,56243465,1.3369286858289073e-06,8.952825878196569e-07,45.277,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:29:40,1647991780.549512,1800.0,23.7,2025.67,454.7,368392.02,11.9,31376139,56243971,3.597109827966631e-07,1.0111875405283974e-06,44.303,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:29:45,1647991785.5534885,1800.0,25.6,2029.8,455.82,368406.71,11.9,31382664,56257169,1.3039629365054143e-05,2.637502350344591e-05,44.79,5.745,433.3,61,70,-49,0,0,stream,
22-3-2022 19:29:50,1647991790.5575147,1800.0,23.6,2033.59,456.81,368421.66,11.9,31382844,56257474,3.5971034867010156e-07,6.095092019132276e-07,45.277,5.745,24,64,70,-46,0,0,stream,
22-3-2022 19:29:55,1647991795.5615127,1800.0,26.3,2037.63,457.67,368436.45,11.9,31384194,56258589,2.697842782706108e-06,2.228218298309119e-06,44.303,5.745,390,61,70,-49,0,0,stream,
22-3-2022 19:30:0,1647991800.5654898,1800.0,26.3,2041.41,458.58,368451.42,11.9,31386439,56259969,4.486431438311459e-06,2.7578064075143935e-06,46.251,5.745,433.3,62,70,-48,0,0,stream,
22-3-2022 19:30:5,1647991805.5695136,1800.0,24.6,2045.15,459.3,368466.48,11.9,31386709,56260470,5.395657800831574e-07,1.0011942808209698e-06,46.251,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:30:10,1647991810.5734866,1800.0,24.2,2048.77,460.1,368481.61,11.9,31387851,56261383,2.2821865712631452e-06,1.8245502097751764e-06,45.277,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:30:15,1647991815.577509,1800.0,26.7,2052.48,461.13,368496.73,11.9,31390202,56263182,4.69822041337042e-06,3.595107836517816e-06,45.764,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:30:20,1647991820.58151,1000.0,25.8,2056.34,462.19,368511.71,11.9,31391741,56263818,3.0755388673176133e-06,1.2709829237257973e-06,45.277,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:30:25,1647991825.5855658,1800.0,22.3,2059.99,463.1,368527.03,11.9,31393523,56264896,3.5611114127043955e-06,2.154252582994017e-06,45.277,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:30:30,1647991830.589668,1800.0,19.7,2063.6,463.99,368542.23,11.8,31397412,56266534,7.771623802226014e-06,3.2733144222283907e-06,45.277,5.745,433.3,60,70,-50,0,0,stream,
22-3-2022 19:30:35,1647991835.593525,1800.0,42.0,2074.31,466.6,368548.53,12.1,31496110,56810478,0.00019724385014325296,0.0010870494723532553,47.225,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:30:40,1647991840.59751,1800.0,33.6,2079.52,468.07,368561.24,11.9,31516906,56816466,4.155887619135197e-05,1.1966462330920156e-05,47.225,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:30:45,1647991845.601665,1800.0,29.8,2084.13,469.11,368575.05,11.8,31557192,56822870,8.050510153939595e-05,1.2797365592471123e-05,47.225,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:30:50,1647991850.6055093,1800.0,45.3,2091.0,470.78,368586.34,12.0,31601847,57521697,8.924138656058775e-05,0.0013965802361656221,47.225,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:30:55,1647991855.6095498,1800.0,27.1,2095.05,472.07,368600.78,11.9,31625277,58076304,4.6822163200390004e-05,0.0011083183724318693,46.251,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:31:0,1647991860.6135154,1800.0,21.2,2098.56,473.12,368615.82,11.9,31638443,58440957,2.631113202957878e-05,0.000728728028860853,44.79,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:31:5,1647991865.6175158,1800.0,20.5,2101.96,473.96,368631.11,11.9,31650636,58443224,2.4366504723417557e-05,4.530375314359682e-06,45.764,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:31:10,1647991870.6215343,1100.0,29.2,2105.5,475.03,368646.08,11.9,31657560,58974140,1.3836879175257733e-05,0.0010609792813707588,44.79,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:31:15,1647991875.6255481,1100.0,29.9,2110.14,476.16,368659.63,11.9,31659164,58975862,3.2054268264473325e-06,3.4412375281435826e-06,44.303,5.745,433.3,65,70,-45,0,0,stream,
22-3-2022 19:31:20,1647991880.6295133,1800.0,21.1,2114.16,477.34,368673.88,11.9,31660410,58976682,2.490025340488545e-06,1.6387004648479993e-06,45.277,5.745,433.3,63,70,-47,0,0,stream,
22-3-2022 19:31:25,1647991885.6335418,1000.0,30.5,2117.86,478.57,368688.92,11.9,31673815,59509764,2.6788416258358123e-05,0.0010653056707078004,44.79,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:31:30,1647991890.6374915,1800.0,21.4,2121.14,479.49,368704.59,11.9,31674433,59510556,1.23502441909186e-06,1.5827497409720924e-06,45.277,5.745,390,63,70,-47,0,0,stream,
22-3-2022 19:31:35,1647991895.6415384,1100.0,31.0,2125.93,480.77,368718.19,11.9,31675808,59511720,2.7477759957431914e-06,2.326117279305509e-06,44.79,5.745,433.3,62,70,-48,0,0,stream,
22-3-2022 19:31:40,1647991900.6455193,1800.0,20.2,2129.28,481.75,368733.48,12.0,31695172,60881967,3.8697190264423126e-05,0.002738313822983629,45.764,5.745,433.3,64,70,-46,0,0,stream,
22-3-2022 19:31:45,1647991905.6495216,1800.0,24.1,2132.91,482.55,368748.48,11.8,31695550,60883219,7.553953313147173e-07,2.501997234936577e-06,45.764,5.745,24,65,70,-45,0,0,stream,
22-3-2022 19:31:50,1647991910.6535363,1800.0,31.2,2137.35,483.85,368762.13,11.8,31698225,60885187,5.345707684912384e-06,3.932842139778531e-06,44.303,5.745,433.3,62,70,-48,0,0,stream,
22-3-2022 19:31:55,1647991915.657579,900.0,20.6,2140.74,484.79,368777.64,11.8,31728550,61416843,6.060100256921941e-05,0.001062452980113468,45.277,5.745,24,65,70,-45,0,0,stream,
