time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,wifi_freq,bit_rate,link_quality,link_quality_max,signal_level,gpu,gpu_mem,state,net
20-3-2022 20:35:29,1647822929.1829958,1800.0,42.1,43586.67,3237.13,2016975.66,7.4,312747477,279255571,0.0,0.0,40.894,5.745,433.3,67,70,-43,0,0,transition,
20-3-2022 20:35:35,1647822935.231593,1800.0,89.4,43598.54,3240.85,2016983.51,11.4,312978204,280075719,0.0003814553958293875,0.0013559309486045434,45.764,5.745,433.3,61,70,-49,0,0,transition,
20-3-2022 20:35:40,1647822940.2355664,1800.0,85.6,43611.58,3242.81,2016987.72,12.6,313068124,280570519,0.00017969719521258293,0.0009888141925176383,47.712,5.745,24,61,70,-49,0,0,transition,
20-3-2022 20:35:45,1647822945.2394931,1800.0,76.9,43621.82,3245.78,2016993.67,12.6,313177458,282318958,0.000218496403674673,0.0034941338791642266,47.225,5.745,433.3,61,70,-49,0,0,stream,
20-3-2022 20:35:50,1647822950.2435021,1800.0,63.9,43632.78,3247.77,2016999.89,13.0,313254732,284038516,0.00015442418243085982,0.0034363607201962423,47.712,5.745,390,67,70,-43,0,0,stream,
20-3-2022 20:35:55,1647822955.2474785,1800.0,27.9,43640.38,3249.24,2017009.96,12.9,313360593,284058433,0.00021155375785191277,3.9802346427263553e-05,46.738,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:36:0,1647822960.2510166,1800.0,28.4,43645.98,3250.34,2017022.3,12.7,313420721,285306414,0.00012017096386033596,0.0024941970404700957,47.712,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:36:5,1647822965.2532585,1800.0,26.3,43651.48,3251.37,2017034.81,12.1,313435907,285308633,3.035838821008971e-05,4.436011025825699e-06,47.225,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:36:10,1647822970.255505,1800.0,29.1,43655.98,3252.28,2017048.5,12.1,313449480,285310344,2.7133808138175678e-05,3.420463105018683e-06,45.764,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:36:15,1647822975.2595127,1800.0,32.0,43660.48,3253.54,2017062.31,12.1,313457763,285324296,1.6552732726840713e-05,2.78816524212099e-05,46.738,5.745,433.3,61,70,-49,0,0,stream,
20-3-2022 20:36:20,1647822980.2635012,1800.0,29.6,43665.26,3254.88,2017075.61,12.1,313479912,285336647,4.426269161186338e-05,2.4682310898827243e-05,47.225,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:36:25,1647822985.2675455,1800.0,29.6,43669.6,3255.88,2017089.64,12.1,313484823,285338072,9.8140618090407e-06,2.8476966153294644e-06,46.251,5.745,433.3,64,70,-46,0,0,stream,
20-3-2022 20:36:30,1647822990.2715456,1800.0,28.2,43674.57,3257.14,2017102.77,12.1,313490119,285341630,1.0583532778122362e-05,7.110311484999879e-06,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:36:35,1647822995.2754865,1800.0,27.6,43679.11,3258.1,2017116.54,12.1,313497246,285347825,1.4242774356015655e-05,1.2380242336960429e-05,45.764,5.745,433.3,64,70,-46,0,0,stream,
20-3-2022 20:36:40,1647823000.2795994,1800.0,27.7,43683.36,3259.05,2017130.53,12.1,313499569,285349554,4.642181379748247e-06,3.4551578155767197e-06,45.764,5.745,24,65,70,-45,0,0,stream,
20-3-2022 20:36:45,1647823005.283489,1800.0,31.0,43687.9,3259.94,2017144.16,12.1,313506871,285354023,1.459264820181063e-05,8.93105242589588e-06,46.251,5.745,433.3,63,70,-47,0,0,stream,
20-3-2022 20:36:50,1647823010.2874882,1800.0,25.3,43691.93,3260.85,2017158.45,12.0,313508647,285355465,3.5491612152945827e-06,2.88169508584166e-06,45.277,5.745,390,66,70,-44,0,0,stream,
20-3-2022 20:36:55,1647823015.2917438,1800.0,43.6,43702.17,3263.66,2017164.77,12.3,313597175,287026387,0.0001769054346093015,0.003339002153084259,48.686,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:37:0,1647823020.2955065,1800.0,33.7,43708.55,3265.28,2017176.28,12.2,313618209,287964787,4.203636576821547e-05,0.0018753886867402013,48.686,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:37:5,1647823025.2995245,1800.0,31.5,43713.63,3266.49,2017189.36,12.2,313662882,288081798,8.927425798655284e-05,0.00023383408773228873,47.225,5.745,433.3,64,70,-46,0,0,stream,
20-3-2022 20:37:10,1647823030.3038652,1800.0,32.6,43718.25,3267.65,2017202.94,12.1,313667347,288084510,8.922254325759183e-06,5.41929534859102e-06,47.225,5.745,390,66,70,-44,0,0,stream,
20-3-2022 20:37:15,1647823035.3078513,1200.0,30.9,43723.34,3268.69,2017216.1,12.1,313675031,288085719,1.5355758020479947e-05,2.4160738478344945e-06,46.738,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:37:20,1647823040.3115158,1800.0,27.6,43727.64,3269.67,2017230.02,12.1,313677725,288087530,5.384054033732487e-06,3.6193473849627077e-06,46.738,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:37:25,1647823045.3154907,1800.0,30.4,43732.16,3270.66,2017243.79,12.1,313680779,288088889,6.103148101561107e-06,2.715840952855777e-06,48.199,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:37:30,1647823050.31947,1800.0,26.8,43736.56,3271.61,2017257.58,12.1,313685400,288091567,9.23465068436041e-06,5.351740864037476e-06,47.225,5.745,433.3,64,70,-46,0,0,stream,
20-3-2022 20:37:35,1647823055.3234732,1800.0,28.6,43740.98,3272.82,2017271.35,12.1,313689015,288093467,7.224215879019517e-06,3.7969599364141307e-06,47.225,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:37:40,1647823060.3274913,1800.0,42.0,43748.35,3274.61,2017281.49,12.2,313734764,288760590,9.142452999858541e-05,0.001333174642642381,46.738,5.745,24,61,70,-49,0,0,stream,
20-3-2022 20:37:45,1647823065.331496,1800.0,25.6,43752.06,3275.62,2017296.13,12.2,313761877,289678551,5.418260280326431e-05,0.0018344527072580426,47.712,5.745,433.3,64,70,-46,0,0,stream,
20-3-2022 20:37:50,1647823070.3355205,1800.0,25.4,43755.92,3276.62,2017310.51,12.2,313770698,289682496,1.7627811354843627e-05,7.883654437689391e-06,46.738,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:37:55,1647823075.3395371,1800.0,26.0,43759.76,3277.46,2017324.89,12.3,313789696,290215163,3.796550126648729e-05,0.0010644788747823973,46.251,5.745,433.3,62,70,-48,0,0,stream,
20-3-2022 20:38:0,1647823080.3435583,1100.0,32.8,43763.3,3278.4,2017339.56,12.3,313790813,290216407,2.2322047860183245e-06,2.4860006748494145e-06,45.277,5.745,24,66,70,-44,0,0,stream,
20-3-2022 20:38:5,1647823085.3474765,1800.0,26.1,43766.88,3279.2,2017354.32,12.1,313792136,290217912,2.6439281275344895e-06,3.0076431080418797e-06,45.764,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:38:10,1647823090.3515446,1800.0,25.3,43770.72,3280.28,2017368.47,12.1,313800597,290751783,1.690824299286903e-05,0.0010668739622793973,46.251,5.745,433.3,62,70,-48,0,0,stream,
20-3-2022 20:38:15,1647823095.3555746,1100.0,32.4,43774.63,3281.61,2017382.73,12.1,313801446,290752640,1.6966325178409069e-06,1.7126196322610803e-06,45.764,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:38:20,1647823100.3595006,1800.0,22.6,43777.94,3282.63,2017398.01,12.1,313803629,290754028,4.36257447272099e-06,2.7738219734936944e-06,45.277,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:38:25,1647823105.3635163,1800.0,31.5,43782.48,3283.88,2017411.45,12.1,313811854,291286369,1.6436799001427602e-05,0.0010638276008776864,46.251,5.745,433.3,62,70,-48,0,0,stream,
20-3-2022 20:38:30,1647823110.3675008,1800.0,24.1,43785.87,3284.82,2017426.49,12.1,313821948,292124568,2.0171925189315612e-05,0.001675063158486146,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:38:35,1647823115.3715198,1800.0,22.4,43789.24,3285.57,2017441.71,12.1,313822398,292125029,8.99277157066504e-07,9.212594875725741e-07,45.764,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:38:40,1647823120.375524,1100.0,27.9,43792.36,3286.42,2017456.79,12.1,313831334,292658678,1.7857698697584824e-05,0.0010664439404954615,46.738,5.745,24,63,70,-47,0,0,stream,
20-3-2022 20:38:45,1647823125.3795009,1800.0,21.0,43795.39,3287.21,2017472.11,12.1,313834279,292661164,5.885319026881772e-06,4.968048591113101e-06,46.251,5.745,390,65,70,-45,0,0,stream,
20-3-2022 20:38:50,1647823130.383511,1800.0,24.0,43798.72,3288.16,2017487.29,12.1,313838438,292662995,8.31133397686525e-06,3.6590652829142275e-06,46.251,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:38:55,1647823135.3882577,1800.0,27.8,43803.09,3289.49,2017500.9,12.1,313839260,292664214,1.6424407733270565e-06,2.43568771616263e-06,46.251,5.745,24,66,70,-44,0,0,stream,
20-3-2022 20:39:0,1647823140.39166,1200.0,30.8,43806.7,3290.46,2017515.67,12.2,313851110,293202054,2.3683884380811968e-05,0.001074948554884043,44.79,5.745,24,66,70,-44,0,0,stream,
20-3-2022 20:39:5,1647823145.395493,1800.0,28.3,43810.09,3291.38,2017530.67,12.1,313851110,293202456,0.0,8.033841168190908e-07,47.225,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:10,1647823150.399537,1800.0,26.5,43814.68,3292.61,2017543.92,12.1,313853342,293204353,4.4603923847374955e-06,3.7909338502898875e-06,44.79,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:39:15,1647823155.4035316,1100.0,30.7,43817.94,3293.54,2017558.9,12.1,313853476,293204618,2.6778606759183724e-07,5.295769247152005e-07,46.738,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:20,1647823160.4075177,1800.0,20.6,43820.99,3294.29,2017574.25,12.1,313853785,293205339,6.175077080073274e-07,1.4408513186837638e-06,45.764,5.745,433.3,67,70,-43,0,0,stream,
20-3-2022 20:39:25,1647823165.4116921,1800.0,23.6,43824.44,3295.35,2017588.97,12.1,313853785,293205741,0.0,8.033293050383607e-07,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:30,1647823170.415516,1000.0,33.4,43828.68,3296.52,2017602.83,12.1,313854070,293206427,5.695644247892013e-07,1.370951562825937e-06,44.79,5.745,24,66,70,-44,0,0,stream,
20-3-2022 20:39:35,1647823175.4194674,1800.0,22.6,43831.88,3297.6,2017618.27,12.1,313854379,293207414,6.175119741697364e-07,1.9724411602120706e-06,46.251,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:39:40,1647823180.423656,1800.0,21.6,43835.13,3298.55,2017633.52,12.1,313856983,293208860,5.203640870913495e-06,2.8895793776270795e-06,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:45,1647823185.427465,1800.0,22.9,43838.57,3299.5,2017648.44,12.1,313858675,293209685,3.3814240479188177e-06,1.6487439949958775e-06,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:50,1647823190.4314637,1800.0,20.2,43841.95,3300.43,2017663.14,12.1,313859098,293210243,8.453239510866344e-07,1.1151081907951348e-06,44.79,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:39:55,1647823195.435568,1100.0,30.1,43845.46,3301.47,2017677.63,12.1,313859098,293210645,0.0,8.033405576848724e-07,45.277,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:0,1647823200.4395425,1800.0,21.9,43848.93,3302.34,2017692.45,12.1,313859188,293211252,1.79857033884294e-07,1.2130357729751827e-06,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:5,1647823205.4434836,1800.0,23.3,43852.71,3303.54,2017706.77,12.1,313859188,293211654,0.0,8.033667768087079e-07,45.277,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:10,1647823210.4475405,1800.0,31.0,43856.37,3304.53,2017721.75,12.1,313863054,293219215,7.725731448825206e-06,1.5109740166727207e-05,44.79,5.745,433.3,65,70,-45,0,0,stream,
20-3-2022 20:40:15,1647823215.4514742,1100.0,29.6,43859.72,3305.49,2017736.84,12.1,313863567,293220266,1.025193445841649e-06,2.1003475859250936e-06,45.277,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:20,1647823220.455466,1800.0,22.2,43862.97,3306.46,2017752.06,12.1,313864980,293221545,2.823745610582448e-06,2.555959402643277e-06,45.764,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:25,1647823225.4595673,1800.0,20.9,43866.34,3307.4,2017767.0,12.1,313873042,293233040,1.611078504351051e-05,2.2971157786548415e-05,46.738,5.745,390,66,70,-44,0,0,stream,
20-3-2022 20:40:30,1647823230.463476,1800.0,20.2,43869.38,3308.27,2017782.37,12.1,313874491,293234757,2.8957363252012563e-06,3.431317646908597e-06,45.764,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:40:35,1647823235.4674692,1800.0,20.9,43873.31,3309.4,2017796.26,12.3,313910575,296008032,7.211040869354209e-05,0.005542123757609548,45.764,5.745,433.3,66,70,-44,0,0,stream,
20-3-2022 20:40:40,1647823240.4718502,1800.0,22.8,43876.96,3310.42,2017810.79,12.3,313911554,296008483,1.9562859252035326e-06,9.012103700375824e-07,45.277,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:45,1647823245.4735723,1100.0,31.1,43880.91,3311.74,2017824.9,12.3,313914655,296009934,6.199864645846512e-06,2.901000838801448e-06,45.277,5.745,24,67,70,-43,0,0,stream,
20-3-2022 20:40:50,1647823250.4754977,1800.0,22.2,43884.78,3312.81,2017839.15,12.3,313920851,296541947,1.2387229755997209e-05,0.0010636164080337867,45.277,5.745,24,67,70,-43,0,0,stream,
