time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,wifi_freq,bit_rate,link_quality,link_quality_max,signal_level,gpu,gpu_mem,net,cpu_user_time_diff,cpu_system_time_diff,cpu_idle_time_diff,net_sent_diff,net_recv_diff,state,label,label - 1 step,label - 2 step,label - 4 step,label - 8 step,label - 16 step,label - 32 step,predicted states - 1 step,log_likelihood - 1 step,predicted states - 2 step,log_likelihood - 2 step,predicted states - 4 step,log_likelihood - 4 step,predicted states - 8 step,log_likelihood - 8 step,predicted states - 16 step,log_likelihood - 16 step,predicted states - 32 step,log_likelihood - 32 step
21-3-2022 5:6:47,1647853607.367815,600.0,3.3,79370.3,5510.07,2097801.62,7.5,319946655,383207023,0.0,8.033602314364805e-07,47.712,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.02999999999974534,19.610000000335276,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:6:52,1647853612.3718047,600.0,4.0,79370.33,5510.12,2097820.73,7.5,319946655,383207425,0.0,8.033589683067491e-07,47.712,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.0500000000001819,19.109999999869615,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:6:57,1647853617.375788,600.0,4.0,79370.37,5510.16,2097839.84,7.5,319946655,383207626,0.0,4.01680000888117e-07,46.251,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.03999999999996362,19.109999999869615,0.0,201.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:2,1647853622.3797345,1800.0,1.5,79370.42,5510.21,2097859.44,7.5,319946655,383208028,0.0,8.033659347080571e-07,46.738,5.745,24.0,66,70,-44,0,0,0.0,0.05000000000291038,0.0500000000001819,19.600000000093132,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:7,1647853627.3837636,600.0,4.0,79370.44,5510.25,2097878.6,7.5,319947684,383208628,2.0563428862201155e-06,1.1990337528980266e-06,45.277,5.745,24.0,66,70,-44,0,0,0.0,0.020000000004074536,0.03999999999996362,19.16000000014901,1029.0,600.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:12,1647853632.3877013,1800.0,1.5,79370.49,5510.3,2097898.2,7.5,319948038,383209502,7.074428574450701e-07,1.7466244559519528e-06,46.251,5.745,390.0,65,70,-45,0,0,0.0,0.05000000000291038,0.0500000000001819,19.600000000093132,354.0,874.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:17,1647853637.3917332,600.0,3.8,79370.53,5510.32,2097917.36,7.5,319948128,383210753,1.798549686729799e-07,2.4999840645544203e-06,45.764,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.019999999999527063,19.15999999968335,90.0,1251.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:22,1647853642.3957064,700.0,3.8,79370.57,5510.38,2097936.46,7.5,319948128,383211098,0.0,6.894521274707651e-07,45.277,5.745,24.0,66,70,-44,0,0,0.0,0.04000000000814907,0.06000000000040018,19.100000000093132,0.0,345.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:27,1647853647.3996987,600.0,4.2,79370.6,5510.43,2097955.57,7.5,319948128,383211500,0.0,8.03358547264388e-07,44.303,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.0500000000001819,19.109999999869615,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:32,1647853652.4036834,700.0,4.0,79370.64,5510.5,2097974.67,7.5,319948128,383212190,0.0,1.378901101393338e-06,43.329,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.06999999999970896,19.100000000093132,0.0,690.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:37,1647853657.4076707,600.0,4.2,79370.67,5510.56,2097993.87,7.5,319948128,383212391,0.0,4.016796755364575e-07,42.355,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.06000000000040018,19.200000000186265,0.0,201.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:42,1647853662.411643,1800.0,5.0,79370.81,5510.63,2098012.93,7.5,319948128,383212592,0.0,4.016808812540734e-07,43.329,5.745,24.0,66,70,-44,0,0,0.0,0.13999999999941792,0.06999999999970896,19.06000000005588,0.0,201.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:47,1647853667.4156263,600.0,3.3,79370.83,5510.67,2098032.54,7.5,319948308,383214337,3.597134336311495e-07,3.4872218982575326e-06,43.816,5.745,24.0,66,70,-44,0,0,0.0,0.020000000004074536,0.03999999999996362,19.609999999869615,180.0,1745.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:52,1647853672.4196255,600.0,4.0,79370.87,5510.72,2098051.65,7.5,319948374,383214566,1.3189450462243385e-07,4.576339630081416e-07,43.329,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.0500000000001819,19.109999999869615,66.0,229.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:7:57,1647853677.4236016,600.0,4.0,79370.91,5510.76,2098070.74,7.5,319948374,383215108,0.0,1.0831386650315888e-06,42.355,5.745,24.0,66,70,-44,0,0,0.0,0.04000000000814907,0.03999999999996362,19.09000000031665,0.0,542.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:2,1647853682.4275377,1800.0,1.3,79370.96,5510.8,2098090.34,7.5,319948508,383215309,2.6778919354456773e-07,4.016837903168516e-07,43.816,5.745,24.0,66,70,-44,0,0,0.0,0.05000000000291038,0.03999999999996362,19.59999999962747,134.0,201.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:7,1647853687.4315612,600.0,4.0,79370.98,5510.84,2098109.49,7.5,319948508,383215711,0.0,8.033535330665573e-07,43.816,5.745,24.0,66,70,-44,0,0,0.0,0.01999999998952262,0.03999999999996362,19.15000000037253,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:12,1647853692.43554,600.0,4.0,79371.0,5510.9,2098128.59,7.5,319948508,383216113,0.0,8.033607290341319e-07,42.842,5.745,24.0,66,70,-44,0,0,0.0,0.020000000004074536,0.05999999999949068,19.09999999962747,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:17,1647853697.4394753,1800.0,1.2,79371.03,5510.97,2098148.2,7.5,319948796,383217112,5.755470057069683e-07,1.9964286760460463e-06,43.816,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.07000000000061846,19.610000000335276,288.0,999.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:22,1647853702.4435112,600.0,4.0,79371.06,5510.99,2098167.33,7.5,319948796,383217514,0.0,8.03351542715307e-07,42.355,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.019999999999527063,19.12999999988824,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:27,1647853707.4474883,600.0,4.5,79371.1,5511.07,2098186.43,7.5,319948796,383218060,0.0,1.0911320483765117e-06,42.355,5.745,24.0,66,70,-44,0,0,0.0,0.04000000000814907,0.07999999999992724,19.100000000093132,0.0,546.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:32,1647853712.451446,1800.0,1.5,79371.14,5511.11,2098206.05,7.5,319948796,383218261,0.0,4.0168206784038153e-07,43.816,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.03999999999996362,19.619999999646097,0.0,201.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:37,1647853717.4555016,600.0,4.0,79371.17,5511.16,2098225.19,7.5,319948886,383219003,1.7985412032190918e-07,1.4827973030984069e-06,42.355,5.745,24.0,66,70,-44,0,0,0.0,0.029999999998835847,0.0500000000001819,19.140000000130385,90.0,742.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:42,1647853722.4594417,1800.0,2.5,79371.27,5511.23,2098244.73,7.5,319948952,383219232,1.318960631208832e-07,4.5763937052548876e-07,42.842,5.745,24.0,66,70,-44,0,0,0.0,0.10000000000582077,0.06999999999970896,19.540000000037253,66.0,229.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:47,1647853727.4634824,600.0,4.0,79371.3,5511.26,2098263.88,7.5,319949042,383220281,1.7985465161154214e-07,2.0963058837834187e-06,42.355,5.745,433.3,65,70,-45,0,0,0.0,0.029999999998835847,0.030000000000654836,19.149999999906868,90.0,1049.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
21-3-2022 5:8:52,1647853732.466412,1800.0,1.5,79371.34,5511.32,2098283.48,7.5,319949042,383220683,0.0,8.035291821198517e-07,43.329,5.745,24.0,66,70,-44,0,0,0.0,0.03999999999359716,0.05999999999949068,19.600000000093132,0.0,402.0,idle,0.0,[0.0],"[0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback,lookback
