cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.833,0.833,47.6,62.46,0.282,0.282,40.22,50.34,1.078,1.078,6.23,6.04,0.43,0.43,4.48,4.59
0.454,0.454,27.66,32.1,0.247,0.247,33.38,40.07,0.687,0.687,3.98,3.9,0.564,0.564,5.87,6.05
0.938,0.938,96.74,65.2,0.336,0.336,95.88,64.81,1.55,1.55,8.41,8.78,1.003,1.003,10.44,11.02
0.716,0.716,40.92,51.45,0.036,0.036,5.79,5.63,1.268,1.268,7.34,7.08,0.868,0.868,9.04,9.47
0.796,0.796,78.8,56.53,0.462,0.462,164.95,90.4,1.583,1.583,8.59,8.98,0.48,0.48,5.0,5.13
1.096,1.096,63.74,93.55,0.307,0.307,48.76,64.47,1.552,1.552,8.96,8.57,1.297,1.297,13.51,14.48
0.323,0.323,33.34,40.01,0.09,0.09,27.41,24.1,0.399,0.399,2.16,2.14,0.95,0.95,9.9,10.41
0.769,0.769,43.67,55.87,0.115,0.115,18.02,19.8,1.352,1.352,7.82,7.52,0.753,0.753,7.84,8.16
0.076,0.076,8.26,8.62,0.111,0.111,30.76,26.66,0.266,0.266,1.44,1.43,0.35,0.35,3.65,3.72
0.504,0.504,28.15,32.76,0.047,0.047,6.86,6.63,0.803,0.803,4.69,4.59,0.391,0.391,4.07,4.15
0.968,0.968,97.74,65.65,0.48,0.48,191.91,97.94,1.779,1.779,9.65,10.14,0.548,0.548,5.71,5.88
0.001,0.001,0.06,0.06,0.045,0.045,13.2,14.13,0.009,0.009,0.05,0.05,0.675,0.675,7.04,7.29
0.608,0.608,34.37,41.5,0.02,0.02,3.28,3.23,1.099,1.099,6.38,6.18,0.189,0.189,1.97,1.99
0.534,0.534,53.91,42.46,0.327,0.327,90.79,62.44,1.084,1.084,5.88,6.06,1.047,1.047,10.91,11.54
1.197,1.197,68.81,104.91,0.371,0.371,54.56,75.03,1.853,1.853,10.7,10.16,1.007,1.007,10.49,11.07
0.567,0.567,56.7,44.18,0.421,0.421,140.38,82.48,0.765,0.765,4.16,4.25,1.023,1.023,10.66,11.25
0.505,0.505,30.44,35.91,0.143,0.143,20.2,22.47,0.652,0.652,3.76,3.69,0.344,0.344,3.58,3.65
0.188,0.188,20.04,22.27,0.027,0.027,7.8,7.51,0.435,0.435,2.35,2.33,0.227,0.227,2.36,2.39
0.619,0.619,35.56,43.25,0.039,0.039,6.15,5.97,0.714,0.714,4.12,4.04,0.214,0.214,2.23,2.25
0.209,0.209,23.5,26.63,0.069,0.069,21.69,24.33,0.432,0.432,2.35,2.32,0.511,0.511,5.33,5.47
0.293,0.293,17.55,19.24,0.183,0.183,26.91,23.72,0.476,0.476,2.74,2.7,0.694,0.694,7.23,7.5
0.256,0.256,22.67,20.36,0.459,0.459,131.07,79.18,0.45,0.45,2.47,2.5,0.361,0.361,3.76,3.83
0.478,0.478,28.8,25.17,0.409,0.409,53.16,41.99,0.856,0.856,4.92,5.04,0.681,0.681,7.09,7.35
0.331,0.331,33.81,40.68,0.05,0.05,14.83,16.02,0.39,0.39,2.12,2.1,0.065,0.065,0.68,0.67
0.479,0.479,27.71,24.34,0.015,0.015,1.8,1.78,0.695,0.695,4.02,4.1,0.145,0.145,1.51,1.5
0.607,0.607,61.92,47.28,0.509,0.509,133.91,80.21,0.895,0.895,4.86,4.98,0.922,0.922,9.6,10.09
1.585,1.585,91.12,167.36,0.897,0.897,96.48,186.41,2.421,2.421,13.96,13.05,0.839,0.839,8.74,9.14
0.507,0.507,51.73,41.1,0.453,0.453,119.31,74.73,0.845,0.845,4.58,4.69,0.707,0.707,7.37,7.65
1.761,1.761,100.06,200.0,0.839,0.839,102.34,200.0,2.336,2.336,13.46,12.61,0.209,0.209,2.18,2.2
0.56,0.56,56.01,43.75,0.252,0.252,66.42,49.86,0.876,0.876,4.75,4.87,1.125,1.125,11.72,12.45
1.133,1.133,65.13,96.58,0.575,0.575,64.6,95.43,1.728,1.728,9.96,9.49,0.51,0.51,5.31,5.45
0.609,0.609,63.39,48.13,0.152,0.152,31.56,27.26,1.084,1.084,5.88,6.06,1.02,1.02,10.62,11.22
0.581,0.581,33.42,40.12,0.624,0.624,62.41,90.72,0.746,0.746,4.32,4.23,0.525,0.525,5.47,5.62
0.067,0.067,5.27,5.13,0.16,0.16,27.99,24.56,0.623,0.623,3.42,3.48,0.779,0.779,8.11,8.46
0.164,0.164,10.4,10.97,0.39,0.39,44.32,56.94,0.257,0.257,1.48,1.47,0.742,0.742,7.73,8.04
0.862,0.862,78.4,56.32,0.022,0.022,3.47,3.41,1.605,1.605,8.7,9.1,0.977,0.977,10.17,10.72
0.302,0.302,17.64,16.21,0.186,0.186,21.62,24.24,0.592,0.592,3.43,3.49,0.313,0.313,3.26,3.31
0.268,0.268,26.28,23.23,0.429,0.429,52.28,70.78,0.48,0.48,2.6,2.64,0.622,0.622,6.48,6.7
1.167,1.167,68.24,103.58,0.608,0.608,76.02,122.63,1.745,1.745,10.05,9.57,0.844,0.844,8.79,9.2
1.173,1.173,115.04,73.03,0.0,0.0,0.05,0.05,2.191,2.191,11.89,12.64,1.233,1.233,12.84,13.72
1.23,1.23,72.37,113.41,0.418,0.418,59.67,85.04,1.799,1.799,10.37,9.86,0.779,0.779,8.11,8.46
0.454,0.454,41.31,34.24,0.015,0.015,2.59,2.62,1.068,1.068,5.8,5.97,0.759,0.759,7.9,8.23
0.232,0.232,14.66,15.82,0.197,0.197,24.91,28.46,0.474,0.474,2.74,2.7,0.303,0.303,3.15,3.2
0.856,0.856,99.54,66.46,0.455,0.455,108.32,70.27,1.205,1.205,6.54,6.76,0.793,0.793,8.26,8.62
0.917,0.917,95.54,64.66,0.528,0.528,160.02,88.9,1.413,1.413,7.67,7.97,1.026,1.026,10.69,11.3
0.692,0.692,39.35,48.98,0.002,0.002,0.38,0.38,1.499,1.499,8.73,8.37,0.551,0.551,5.74,5.9
0.61,0.61,64.2,48.6,0.365,0.365,140.25,82.44,0.944,0.944,5.12,5.25,0.36,0.36,3.75,3.82
0.336,0.336,34.95,29.75,0.214,0.214,76.29,55.23,0.525,0.525,2.85,2.89,0.747,0.747,7.78,8.1
