State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,-2.9275343560717314e-06,"(-10.359966691574282, 10.359960836505572)",0.999997072465644,"(-9.359966691574282, 11.359960836505572)",1.9028370858668866,3339.960190461164
entire,-2.9275343560717314e-06,"(-10.359966691574282, 10.359960836505572)",0.999997072465644,"(-9.359966691574282, 11.359960836505572)",1.9028370858668866,3339.960190461164
Mining,-0.00045331635403035326,"(-10.1402162827689, 10.139309650060838)",0.9995466836459697,"(-9.1402162827689, 11.139309650060838)",1.9027679333882892,6281.660302551271
AR,-0.0003974906562018647,"(-10.207225602053336, 10.206430620740933)",0.9996025093437981,"(-9.207225602053336, 11.206430620740933)",1.9002003761641064,9833.722625640044
Stream,-0.0006059238223167693,"(-10.046297390557513, 10.04508554291288)",0.9993940761776844,"(-9.046297390557507, 11.045085542912878)",1.8997966868133982,8895.454535186936
Idle,-3.1053320774111675e-05,"(-10.26799230227679, 10.267930195635243)",0.9999689466792259,"(-9.26799230227679, 11.267930195635243)",1.9018086948732198,12357.546207746678
Gaming,-0.025732352529035368,"(-9.011101986956383, 8.959637281898313)",0.9742676474709646,"(-8.011101986956383, 9.959637281898313)",1.9012283984857294,21638.917347145492
