Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,-0.066,4.731,2.073,902.59,57.61,0,0,0,0
cpu_system_time_diff,0.322,0.395,0.245,155.91,49.48,0,0,0,0
cpu_idle_time_diff,-0.018,4.838,2.286,75.7,20.75,0,0,0,0
memory,0.693,1.258,0.722,6.72,6.81,0,0,0,0
