State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,9.482693488262024e-05,"(-4.548044137362478, 4.548233791232244)",1.0000948269348826,"(-3.548044137362478, 5.548233791232244)",0.857982888917408,291.99479257715245
entire,9.482693488262024e-05,"(-4.548044137362478, 4.548233791232244)",1.0000948269348826,"(-3.548044137362478, 5.548233791232244)",0.857982888917408,291.99479257715245
AR,0.000512520239444366,"(-0.881778148314676, 0.8828031887935648)",1.0005125202394443,"(0.1182218516853234, 1.8828031887935648)",0.9992778426039094,11.769491342138007
Idle,-5.2562272721571355e-05,"(-4.606322728094785, 4.606217603549341)",0.9999474377272785,"(-3.606322728094785, 5.606217603549341)",0.7000947560080799,438.1095523528629
Stream,-0.0007129449323966378,"(-3.6354491522713435, 3.63402326240655)",0.999287055067604,"(-2.6354491522713412, 4.634023262406549)",0.8757235652526588,152.68439490026344
Gaming,0.0005448618600350437,"(-2.292490836474156, 2.293580560194226)",1.0005448618600348,"(-1.292490836474157, 3.293580560194226)",0.6605587775350794,345.1550322302222
Mining,nan,"(nan, nan)",nan,"(nan, nan)",1.032914840821203,58.97341145650747
