State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,-3.437512524260117e-05,"(-8.07148474677708, 8.071415996526595)",0.9999656248747574,"(-7.071484746777079, 9.071415996526595)",1.9024170010850274,2369.7500983106534
entire,-3.437512524260117e-05,"(-8.07148474677708, 8.071415996526595)",0.9999656248747574,"(-7.071484746777079, 9.071415996526595)",1.9024170010850274,2369.7500983106534
Gaming,-0.0017592025378446552,"(-7.734736935598803, 7.731218530523113)",0.9982407974621553,"(-6.734736935598803, 8.731218530523112)",1.9019713247534245,5298.296473464277
Mining,-0.0025455816226813274,"(-7.726354968185548, 7.721263804940186)",0.9974544183773186,"(-6.726354968185548, 8.721263804940186)",1.9025503115230225,5329.830923920476
Idle,-0.004809468995516417,"(-7.503915088748315, 7.4942961507572825)",0.9951905310044836,"(-6.503915088748315, 8.494296150757283)",1.9026767020737565,4537.725552826326
AR,-0.0029634156534248286,"(-7.710432260801667, 7.704505429494818)",0.9970365843465749,"(-6.710432260801667, 8.704505429494818)",1.9029199473080796,5718.247666234588
Stream,0.0005243748809650082,"(-7.381935069359872, 7.382983819121802)",1.000524374880965,"(-6.381935069359872, 8.382983819121801)",1.9024244829205281,5108.477376842844
