time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,wifi_freq,bit_rate,link_quality,link_quality_max,signal_level,gpu,gpu_mem,state,net
27-3-2022 18:28:15,1648420095.7605007,900.0,3.0,1968.52,1129.17,2079225.36,13.0,71765524,324717909,0.0,0.0,30.667,5.745,433.3,62,70,-48,0,0,idle,
27-3-2022 18:28:21,1648420101.8199627,1200.0,3.7,1968.68,1129.24,2079249.31,13.0,71768433,324718567,4.80075618292751e-06,1.085904973656343e-06,30.18,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:26,1648420106.8239255,600.0,0.0,1968.96,1129.45,2079268.82,13.0,71786640,324728064,3.6385162901278395e-05,1.8978958206922662e-05,31.154,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:31,1648420111.827907,1200.0,0.0,1969.0,1129.5,2079288.72,12.9,71786640,324728466,0.0,8.03360269713201e-07,31.154,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:36,1648420116.8319614,600.0,0.0,1969.03,1129.52,2079308.68,12.9,71787600,324729014,1.918444407122463e-06,1.095112015732406e-06,30.18,5.745,433.3,70,70,-40,0,0,idle,
27-3-2022 18:28:41,1648420121.8359776,600.0,0.0,1969.07,1129.56,2079328.6,12.9,71787600,324729416,0.0,8.033547196268028e-07,30.667,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:46,1648420126.840003,600.0,0.0,1969.11,1129.6,2079348.53,12.9,71787600,324729617,0.0,4.016766134290154e-07,30.667,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:51,1648420131.8440208,600.0,0.0,1969.14,1129.65,2079368.46,12.9,71787600,324730163,0.0,1.0911232105091334e-06,30.667,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:28:56,1648420136.848024,600.0,0.0,1969.18,1129.7,2079388.35,12.9,71787600,324730919,0.0,1.5107904466819863e-06,30.18,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:29:1,1648420141.8520372,600.0,0.0,1969.23,1129.74,2079408.23,12.9,71787600,324731516,0.0,1.1930423926069854e-06,29.693,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:29:6,1648420146.8560348,600.0,0.0,1969.26,1129.79,2079428.15,12.9,71787734,324731950,2.6778590172699657e-07,8.673065772351979e-07,30.667,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:29:11,1648420151.860062,600.0,0.0,1969.31,1129.82,2079448.07,12.9,71788022,324732652,5.755364481856202e-07,1.402870092452449e-06,29.693,5.745,390,69,70,-41,0,0,idle,
27-3-2022 18:29:16,1648420156.8640256,1200.0,0.0,1969.35,1129.86,2079467.99,12.9,71788088,324732881,1.3189544097394028e-07,4.5763721186412613e-07,30.18,5.745,390,68,70,-42,0,0,idle,
27-3-2022 18:29:21,1648420161.8680975,1200.0,3.5,1969.5,1129.92,2079487.76,12.9,71788088,324733319,0.0,8.752871747180458e-07,31.641,5.745,24,70,70,-40,0,0,idle,
27-3-2022 18:29:26,1648420166.8720815,600.0,0.0,1969.52,1129.95,2079507.73,12.9,71788088,324734148,0.0,1.6566799658665833e-06,31.154,5.745,24,70,70,-40,0,0,idle,
