State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,6.797968524453339e-05,"(-11.395363439749543, 11.395499399120032)",1.0000679796852445,"(-10.395363439749543, 12.395499399120032)",1.9018992052435388,1028780.3780900692
entire,6.797968524453339e-05,"(-11.395363439749543, 11.395499399120032)",1.0000679796852445,"(-10.395363439749543, 12.395499399120032)",1.9018992052435388,1028780.3780900692
AR,0.0003355219155004115,"(-11.060995266469055, 11.061666310300057)",1.0003355219155003,"(-10.060995266469055, 12.061666310300057)",1.900436960208943,2113320.151616079
Idle,0.00015245734803809183,"(-11.244382803826074, 11.244687718522151)",1.000152457348038,"(-10.244382803826074, 12.244687718522151)",1.9035601560622317,2070146.412652204
Stream,3.291818647563623e-05,"(-11.020146498241537, 11.020212334614488)",1.0000329181864756,"(-10.020146498241537, 12.020212334614488)",1.901564385355838,2487378.74997941
Gaming,0.0005448618600355646,"(-9.456549471565314, 9.457639195285385)",1.0005448618600357,"(-8.456549471565314, 10.457639195285385)",1.9024368284233915,2286669.93083669
Mining,nan,"(nan, nan)",nan,"(nan, nan)",1.9019291680844388,3225985.1394378645
