Frequency,Pxx_den
0.0,1.2254633379545774e-09
1.4470732942623544e-05,8.95988899777816e+20
2.8941465885247088e-05,5.27022919460104e+21
4.341219882787063e-05,7.536197061334508e+19
5.7882931770494175e-05,1.2553717749365754e+21
7.235366471311772e-05,3.6199274120408883e+19
8.682439765574126e-05,5.6367039030634467e+20
0.0001012951305983648,1.8100155265746285e+19
0.00011576586354098835,3.21248243329477e+20
0.0001302365964836119,1.5150669665304762e+19
0.00014470732942623544,2.057360951731215e+20
0.000159178062368859,7.040256266680908e+18
0.0001736487953114825,1.407334558063317e+20
0.00018811952825410606,6.686362533238812e+18
0.0002025902611967296,1.0036333791716778e+20
0.00021706099413935315,4.641963707959405e+18
0.0002315317270819767,1.346042690979039e+20
0.0002460024600246002,5.50276429566485e+18
0.0002604731929672238,5.5521387573098095e+19
0.0002749439259098473,2.8612725949869926e+18
0.0002894146588524709,5.138708629872717e+19
0.0003038853917950944,2.1190184575610542e+18
0.000318356124737718,4.050801779085226e+19
0.0003328268576803415,2.334776195745438e+18
0.000347297590622965,3.511561303821401e+19
0.0003617683235655886,1.6916924166885821e+18
0.0003762390565082121,2.8832648789611995e+19
0.0003907097894508357,1.6563749908073664e+18
0.0004051805223934592,2.5655048174935794e+19
0.0004196512553360828,1.4039605094761055e+18
0.0004341219882787063,2.1993285369667736e+19
0.0004485927212213299,3.833933313985187e+18
0.0004630634541639534,1.1899777829534693e+19
0.0004775341871065769,4.507970321447686e+17
0.0004920049200492004,1.8865006272486793e+19
0.0005064756529918241,2.580451011962423e+17
0.0005209463859344476,1.5052941622796593e+19
0.0005354171188770711,4.402731532023923e+17
0.0005498878518196946,1.4309827164943682e+19
0.0005643585847623183,4.128640795122816e+17
0.0005788293177049418,1.3018907476492837e+19
0.0005933000506475653,3.3551109935609574e+17
0.0006077707835901888,1.1285228350647982e+19
0.0006222415165328123,1.7353064394414803e+17
0.000636712249475436,1.04193619633653e+19
0.0006511829824180595,1.216473842853112e+17
0.000665653715360683,9.513901832104534e+18
0.0006801244483033065,6.726728747818313e+16
0.00069459518124593,5.675103582676155e+18
0.0007090659141885537,1.7093296047724677e+18
0.0007235366471311772,8.025323333380889e+18
0.0007380073800738007,6.494776675385135e+17
0.0007524781130164242,7.758366670224834e+18
0.0007669488459590479,4.1892509706843405e+17
0.0007814195789016714,7.003466240344872e+18
0.0007958903118442949,4.5963295515309466e+17
0.0008103610447869184,6.352048415782756e+18
0.0008248317777295419,4.2627823173972563e+17
0.0008393025106721656,6.258156923719643e+18
0.0008537732436147891,2.949148895597088e+17
0.0008682439765574126,5.531981969336987e+18
0.0008827147095000361,2.820053869869136e+17
0.0008971854424426598,5.106729769336239e+18
0.0009116561753852833,4.5345490499492275e+17
0.0009261269083279068,3.6805196000059663e+18
0.0009405976412705303,1.0011546183204355e+17
0.0009550683742131538,4.53855827085995e+18
0.0009695391071557775,1.9713170605245936e+17
0.0009840098400984009,4.3023659143662433e+18
0.0009984805730410245,2.274466949077571e+17
0.0010129513059836481,3.9363086878400804e+18
0.0010274220389262716,1.6781134186744218e+17
0.0010418927718688952,4.0827471386325765e+18
0.0010563635048115186,2.057105258134903e+17
0.0010708342377541422,3.454009673411143e+18
0.0010853049706967658,1.8614201294070454e+17
0.0010997757036393893,3.5450707514305705e+18
0.0011142464365820129,1.6935802241665226e+17
0.0011287171695246365,3.178216126746278e+18
0.00114318790246726,2.5849566937670237e+17
0.0011576586354098836,2.389220882253574e+18
0.001172129368352507,8.375058644482165e+16
0.0011866001012951306,2.9823216592687974e+18
0.0012010708342377542,9.12644219431496e+16
0.0012155415671803776,2.86452379162636e+18
0.0012300123001230013,1.1026887661180355e+17
0.0012444830330656247,2.833160497158029e+18
0.0012589537660082483,1.5372310690713e+17
0.001273424498950872,2.4972795716290524e+18
0.0012878952318934953,8.149670267399346e+16
0.001302365964836119,2.543706533273827e+18
0.0013168366977787424,7.138724393103237e+16
0.001331307430721366,2.3074949322669297e+18
0.0013457781636639896,7.36371762629037e+16
0.001360248896606613,2.2244033888836692e+18
0.0013747196295492367,2.8948283071355132e+16
0.00138919036249186,1.5075953808611638e+18
0.0014036610954344837,1.486142097604674e+17
0.0014181318283771074,2.1738095488402028e+18
0.0014326025613197308,1.0602014064849488e+17
0.0014470732942623544,2.047090750973354e+18
0.001461544027204978,1.00530446229393e+17
0.0014760147601476014,1.9784003217445732e+18
0.001490485493090225,7.502691518200661e+16
0.0015049562260328485,1.9617805567471196e+18
0.001519426958975472,1.3618266922877202e+17
0.0015338976919180957,1.7463911860306903e+18
0.0015483684248607191,7.553189986277728e+16
0.0015628391578033428,1.7655366158028664e+18
0.0015773098907459662,8.796159883180674e+16
0.0015917806236885898,1.6672671059630024e+18
0.0016062513566312134,2.153923276194135e+17
0.0016207220895738369,1.8985919911043405e+18
0.0016351928225164605,6.162960631504153e+16
0.0016496635554590839,1.543989166073285e+18
0.0016641342884017075,5.512295494242692e+16
0.0016786050213443311,1.505516648153982e+18
0.0016930757542869546,5.3850343429557304e+16
0.0017075464872295782,1.3788150051735823e+18
0.0017220172201722018,7.184767241545363e+16
0.0017364879531148252,1.3915794931841723e+18
0.0017509586860574489,4.481751920436377e+16
0.0017654294190000723,1.3500206321890156e+18
0.001779900151942696,5.311440367788614e+16
0.0017943708848853195,1.2492151442322834e+18
0.001808841617827943,4.088003556886892e+16
0.0018233123507705666,1.2103386048803494e+18
0.00183778308371319,4.45004093392081e+16
0.0018522538166558136,9.874293422711228e+17
0.0018667245495984372,1.2565620521886717e+17
0.0018811952825410606,1.2010838238453893e+18
0.0018956660154836843,6.444204372008313e+16
0.0019101367484263077,1.1680829543441093e+18
0.0019246074813689313,7.545127335401536e+16
0.001939078214311555,1.17130326993167e+18
0.0019535489472541786,5.100142317539988e+16
0.0019680196801968018,1.0710759751490514e+18
0.0019824904131394254,5.7337096953910504e+16
0.001996961146082049,1.0382984515501663e+18
0.0020114318790246727,3.015778792131606e+16
0.0020259026119672963,1.0527491528254048e+18
0.0020403733449099195,3.276197382368837e+16
0.002054844077852543,9.515894677598214e+17
0.0020693148107951667,2.72946085049176e+16
0.0020837855437377904,6.890116900506868e+17
0.002098256276680414,5.702371907818081e+16
0.002112727009623037,9.825448823326268e+17
0.002127197742565661,5.297088657065234e+16
0.0021416684755082844,9.193055588945421e+17
0.002156139208450908,4.406941877620076e+16
0.0021706099413935317,8.943228189927735e+17
0.0021850806743361553,4.871427780390165e+16
0.0021995514072787785,8.92841536035811e+17
0.002214022140221402,4.887898175989233e+16
0.0022284928731640258,8.393366165511711e+17
0.0022429636061066494,4.309507052045257e+16
0.002257434339049273,7.94333761734389e+17
0.0022719050719918962,4.552978066445232e+16
0.00228637580493452,8.050647393111142e+17
0.0023008465378771435,6.736956057804554e+16
0.002315317270819767,6.945439090064436e+17
0.0023297880037623907,1.9926698141484212e+16
0.002344258736705014,7.502443415664919e+17
0.0023587294696476376,2.798182388967338e+16
0.002373200202590261,7.696093455603662e+17
0.002387670935532885,3.3996701338356436e+16
0.0024021416684755085,7.28789521778504e+17
0.0024166124014181316,3.223974492112398e+16
0.0024310831343607553,7.299630348271365e+17
0.002445553867303379,3.1509612529501704e+16
0.0024600246002460025,6.935593865450385e+17
0.002474495333188626,2.8587920613574436e+16
0.0024889660661312494,6.838947953765804e+17
0.002503436799073873,2.882055443732598e+16
0.0025179075320164966,6.22255990456039e+17
0.0025323782649591202,5.612157629102949e+16
0.002546848997901744,7.467045490177763e+17
0.002561319730844367,1.7906252333367092e+16
0.0025757904637869907,6.488226320592004e+17
0.0025902611967296143,2.398901461629254e+16
0.002604731929672238,6.119098228729929e+17
0.0026192026626148616,2.8218083485422012e+16
0.0026336733955574848,6.117658508268724e+17
0.0026481441285001084,2.3341591610193516e+16
0.002662614861442732,5.6019417157750566e+17
0.0026770855943853557,2.2177294912077676e+16
0.0026915563273279793,5.638285826016151e+17
0.0027060270602706025,1.4707511262321e+16
0.002720497793213226,5.485970277777278e+17
0.0027349685261558497,1.2214168025673478e+16
0.0027494392590984734,5.544010523949108e+17
0.002763909992041097,1352414921556228.2
0.00277838072498372,5.063476490439922e+17
