bin_edges,hist_data,kde_values
0.0,19182,101748.87950330746
4.4702194423091344e-08,21187,101914.81830855546
8.940438884618269e-08,792,102065.88385331219
1.3410658326927402e-07,467,102202.01763142813
1.7880877769236537e-07,1485,102323.16785332319
2.2351097211545673e-07,326,102429.2894813873
2.6821316653854804e-07,1005,102520.34425971605
3.129153609616394e-07,157,102596.300739697
3.5761755538473075e-07,231,102657.13429958234
4.023197498078221e-07,132,102702.82715951925
4.4702194423091346e-07,97,102733.36839080568
4.917241386540048e-07,83,102748.7539205485
5.364263330770961e-07,3570,102748.98653066024
5.811285275001874e-07,25,102734.0758521178
6.258307219232788e-07,242,102704.03835350544
6.705329163463701e-07,963,102658.89732512092
7.152351107694615e-07,113,102598.68285684817
7.599373051925529e-07,1029,102523.43181245956
8.046394996156442e-07,281,102433.18779730283
8.493416940387356e-07,206,102328.00112182536
8.940438884618269e-07,386,102207.9287598877
9.387460828849182e-07,142,102073.03430244428
9.834482773080096e-07,174,101923.38790534824
1.028150471731101e-06,114,101759.06623366724
1.0728526661541921e-06,86,101580.15239976796
1.1175548605772835e-06,101,101386.73589838567
1.1622570550003749e-06,95,101178.91253528072
1.2069592494234662e-06,169,100956.78435244855
1.2516614438465576e-06,169,100720.45954877308
1.296363638269649e-06,108,100470.05239568997
1.3410658326927403e-06,1152,100205.68314932713
1.3857680271158316e-06,61,99927.47795764043
1.430470221538923e-06,870,99635.56876398258
1.4751724159620144e-06,334,99330.09320661698
1.5198746103851057e-06,56,99011.19451425505
1.564576804808197e-06,275,98679.02139721414
1.6092789992312884e-06,149,98333.72793636053
1.6539811936543798e-06,198,97975.47346667924
1.6986833880774711e-06,226,97604.42245891635
1.7433855825005625e-06,182,97220.74439681243
1.7880877769236539e-06,462,96824.61365207628
1.832789971346745e-06,358,96416.20935558747
1.8774921657698364e-06,447,95995.71526571225
1.9221943601929277e-06,510,95563.31963440063
1.9668965546160193e-06,148,95119.21507006661
2.0115987490391104e-06,189,94663.59839815073
2.056300943462202e-06,947,94196.67051915366
2.101003137885293e-06,142,93718.63626463283
2.1457053323083843e-06,588,93229.70425106943
2.190407526731476e-06,273,92730.08673176456
2.235109721154567e-06,118,92219.9994465244
2.2798119155776586e-06,232,91699.66147061759
2.3245141100007497e-06,135,91169.29506125263
2.3692163044238413e-06,153,90629.12550301597
2.4139184988469324e-06,143,90079.38095259281
2.458620693270024e-06,84,89520.29228166323
2.503322887693115e-06,89,88952.09291931929
2.5480250821162067e-06,95,88375.01869336091
2.592727276539298e-06,240,87789.30767165653
2.6374294709623894e-06,60,87195.20000243315
2.6821316653854806e-06,112,86592.93775406285
2.726833859808572e-06,477,85982.76475535339
2.7715360542316633e-06,58,85364.9264353346
2.816238248654755e-06,366,84739.66966340425
2.860940443077846e-06,136,84107.2425892537
2.905642637500937e-06,36,83467.89448386132
2.9503448319240287e-06,124,82821.87558046277
2.99504702634712e-06,59,82169.43691660555
3.0397492207702114e-06,49,81510.83017653604
3.0844514151933026e-06,52,80846.30753506754
3.129153609616394e-06,35,80176.12150208309
3.1738558040394853e-06,57,79500.52476867376
3.218557998462577e-06,37,78819.77005384755
3.263260192885668e-06,46,78134.10995369146
3.3079623873087596e-06,96,77443.79679137355
3.3526645817318507e-06,44,76749.08246901537
3.3973667761549423e-06,92,76050.21832156558
3.4420689705780334e-06,117,75347.45497233629
3.486771165001125e-06,106,74641.04219079818
3.531473359424216e-06,99,73931.22875217315
3.5761755538473077e-06,42,73218.26229979507
3.620877748270399e-06,55,72502.38920920122
3.66557994269349e-06,33,71783.85445516875
3.7102821371165816e-06,40,71062.90148091385
3.7549843315396727e-06,37,70339.77207012562
3.7996865259627643e-06,34,69614.70622154918
3.844388720385855e-06,32,68887.94202651027
3.8890909148089466e-06,17,68159.71554906123
3.9337931092320386e-06,20,67430.26070935924
3.97849530365513e-06,52,66699.80916977952
4.023197498078221e-06,17,65968.59022400719
4.067899692501312e-06,26,65236.83068985607
4.112601886924404e-06,62,64504.75480430374
4.157304081347495e-06,15,63772.58412279077
4.202006275770586e-06,47,63040.537420926055
4.246708470193677e-06,21,62308.83060003105
4.2914106646167686e-06,19,61577.676595970705
4.3361128590398606e-06,23,60847.28529119556
4.380815053462952e-06,12,60117.8634304674
4.425517247886043e-06,9,59389.61453979636
4.470219442309134e-06,13,58662.738849091395
4.514921636732226e-06,3,57937.43321838716
4.559623831155317e-06,13,57213.891066989316
4.604326025578408e-06,7,56492.30230708836
4.649028220001499e-06,14,55772.85328025994
4.693730414424591e-06,16,55055.726697536564
4.7384326088476826e-06,8,54341.10158354209
4.783134803270774e-06,15,53629.15322345396
4.827836997693865e-06,10,52920.05311431251
4.872539192116957e-06,17,52213.96891900678
4.917241386540048e-06,7,51511.064424634
4.961943580963139e-06,7,50811.499503680425
5.00664577538623e-06,5,50115.43007909363
5.051347969809321e-06,4,49423.00809271489
5.096050164232413e-06,5,48734.38147703113
5.1407523586555046e-06,9,48049.694130516815
5.185454553078596e-06,5,47369.085896298
5.230156747501687e-06,7,46692.692544106954
5.274858941924779e-06,13,46020.645755409925
5.31956113634787e-06,12,45353.07311223414
5.364263330770961e-06,13,44690.09808876714
5.408965525194052e-06,18,44031.840046238474
5.453667719617144e-06,9,43378.41423109742
5.498369914040235e-06,14,42729.931776085294
5.5430721084633266e-06,19,42086.499704354195
5.587774302886418e-06,11,41448.22093666712
