Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.0,6.08,4.837,86.88,98.54,345.5361297130585,0.21922746278091787,3.9245779514312744,0.1248776912689209
cpu_system_time_diff_ema_1,0.0,0.589,0.488,90.77,91.08,345.5361297130585,0.21922746278091787,3.9245779514312744,0.1248776912689209
cpu_idle_time_diff_ema_1,0.0,6.292,5.226,38.75,48.75,345.5361297130585,0.21922746278091787,3.9245779514312744,0.1248776912689209
memory_ema_1,0.0,10.864,9.136,26.83,25.1,345.5361297130585,0.21922746278091787,3.9245779514312744,0.1248776912689209
