Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.97,1.261,0.489,1938.79,62.8,2438.7270419597626,0.14369640427570407,3.9495718479156494,0.07805800437927246
cpu_system_time_diff_ema_1,0.881,0.179,0.072,43.54,32.63,2438.7270419597626,0.14369640427570407,3.9495718479156494,0.07805800437927246
cpu_idle_time_diff_ema_1,0.966,1.377,0.585,19.05,11.16,2438.7270419597626,0.14369640427570407,3.9495718479156494,0.07805800437927246
memory_ema_1,0.952,2.258,0.977,3.0,2.95,2438.7270419597626,0.14369640427570407,3.9495718479156494,0.07805800437927246
