Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.885,2.515,0.812,169.0,17.85,0.0015473365783691406,0.17060105627762026,8.892750978469849,0.08368849754333496
cpu_system_time_diff,0.7,0.27,0.11,60.95,26.79,0.0015473365783691406,0.17017341605710054,9.221652030944824,0.08153009414672852
cpu_idle_time_diff,0.892,2.34,0.73,21.2,14.29,0.0015473365783691406,0.17061410664161206,8.871967554092407,0.08347392082214355
memory,0.841,0.804,0.237,2.16,2.13,0.0015473365783691406,0.16903238653232255,8.501485824584961,0.07666993141174316
