Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.948,1.228,0.698,32.0,40.08,364.1156005859375,0.20491660376151435,3.5433995723724365,0.11843585968017578
cpu_system_time_diff,0.897,0.177,0.102,24.02,26.0,364.1156005859375,0.20491660376151435,3.5433995723724365,0.11843585968017578
cpu_idle_time_diff,0.955,1.203,0.621,12.45,17.34,364.1156005859375,0.20491660376151435,3.5433995723724365,0.11843585968017578
memory,0.943,2.222,1.429,3.66,3.66,364.1156005859375,0.20491660376151435,3.5433995723724365,0.11843585968017578
