State,Hurst_RS,CI_RS,Hurst_Variance,CI_Variance,Hurst_Periodogram,Noise_Level
entire,7.438519807230754e-05,"(-1.4823837553713548, 1.4825325257674993)",1.000074385198072,"(-0.4823837553713557, 2.4825325257674997)",1.5733484093438896,2.375299279850652
entire,7.438519807230754e-05,"(-1.4823837553713548, 1.4825325257674993)",1.000074385198072,"(-0.4823837553713557, 2.4825325257674997)",1.5733484093438896,2.375299279850652
Gaming,-0.0041697115605775015,"(-0.355112183033104, 0.346772759911949)",0.9958302884394226,"(0.6448878169668961, 1.346772759911949)",1.4010735291689458,1.2317121096788883
Mining,-0.0015674052086001205,"(-0.3824369689575232, 0.379302158540323)",0.9984325947913999,"(0.6175630310424767, 1.379302158540323)",1.664019454539053,2.54978678253568
Idle,-0.004993946632000642,"(-0.10925700440431961, 0.09926911114031832)",0.9950060533679994,"(0.8907429955956805, 1.0992691111403183)",1.4366057984475875,1.404923491602387
AR,-0.0022241777784051072,"(-0.38580591796011804, 0.3813575624033078)",0.9977758222215949,"(0.614194082039882, 1.3813575624033079)",1.4450394983496482,1.0358506989737952
Stream,0.0005243748809651372,"(-0.15776443050451508, 0.15881318026644534)",1.0005243748809651,"(0.8422355694954848, 1.1588131802664454)",1.4391240564690702,1.1683960644440627
