Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.978,1.036,0.307,43.25,15.86,0.00041365623474121094,0.1494766938095038,8.077922821044922,0.08539462089538574
cpu_system_time_diff,0.891,0.161,0.085,32.14,22.58,0.00041365623474121094,0.14020272825023067,8.072402715682983,0.0811316967010498
cpu_idle_time_diff,0.97,1.199,0.367,11.08,8.33,0.00041365623474121094,0.1406882909799462,9.305542945861816,0.08230304718017578
memory,0.962,1.357,0.276,0.81,0.81,0.00041365623474121094,0.14975132278878425,11.016989469528198,0.08096551895141602
