Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.96,1.292,0.448,18.01,7.84,0.0018968582153320312,0.18229486805592002,11.088030576705933,0.13033747673034668
cpu_system_time_diff,0.9,0.158,0.089,23.03,18.62,0.0018968582153320312,0.13702926976291213,11.009064197540283,0.07853436470031738
cpu_idle_time_diff,0.954,1.155,0.444,43.72,20.58,0.0018968582153320312,0.15833498575441077,6.649363994598389,0.07829451560974121
memory,0.959,1.459,0.433,1.26,1.27,0.0018968582153320312,0.1885117476211572,10.177358865737915,0.12605834007263184
