cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.423,0.423,36.48,30.85,0.192,0.192,25.62,29.38,0.72,0.72,4.0,4.08,0.119,0.119,0.43,0.43
0.107,0.107,6.38,6.59,0.286,0.286,34.1,41.12,0.033,0.033,0.19,0.19,0.144,0.144,0.52,0.52
0.386,0.386,31.39,27.13,0.079,0.079,12.21,13.01,0.761,0.761,4.23,4.32,0.184,0.184,0.67,0.67
0.11,0.11,6.59,6.81,0.021,0.021,3.74,3.81,0.059,0.059,0.34,0.34,0.11,0.11,0.4,0.4
0.499,0.499,46.64,37.82,0.112,0.112,25.51,22.63,0.712,0.712,3.96,4.04,0.007,0.007,0.02,0.02
0.106,0.106,6.52,6.74,0.051,0.051,10.55,10.02,0.105,0.105,0.61,0.6,0.06,0.06,0.22,0.22
0.352,0.352,31.74,27.4,0.05,0.05,10.89,10.33,0.594,0.594,3.3,3.35,0.011,0.011,0.04,0.04
0.289,0.289,16.49,17.97,0.23,0.23,31.12,36.85,0.158,0.158,0.91,0.91,0.006,0.006,0.02,0.02
0.406,0.406,21.04,23.51,0.346,0.346,39.28,48.87,0.132,0.132,0.77,0.76,0.178,0.178,0.65,0.65
0.162,0.162,9.08,9.51,0.218,0.218,27.64,32.07,0.034,0.034,0.2,0.2,0.263,0.263,0.96,0.96
0.046,0.046,2.81,2.85,0.016,0.016,2.89,2.85,0.024,0.024,0.14,0.14,0.131,0.131,0.48,0.47
0.028,0.028,1.77,1.79,0.057,0.057,9.27,9.72,0.024,0.024,0.14,0.14,0.086,0.086,0.31,0.31
0.248,0.248,13.61,14.6,0.146,0.146,20.92,23.36,0.013,0.013,0.08,0.08,0.114,0.114,0.41,0.41
