cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.029,0.029,57.08,79.87,0.032,0.032,53.19,72.45,0.013,0.013,0.07,0.07,2.517,2.517,10.07,10.6
0.003,0.003,6.83,7.07,0.003,0.003,6.89,7.14,0.0,0.0,0.0,0.0,0.942,0.942,3.77,3.84
0.003,0.003,6.71,6.95,0.021,0.021,70.93,52.36,0.067,0.067,0.34,0.34,0.725,0.725,2.9,2.94
0.024,0.024,40.68,51.06,0.006,0.006,13.82,12.93,0.018,0.018,0.09,0.09,3.286,3.286,13.14,14.07
0.015,0.015,36.25,30.69,0.002,0.002,3.25,3.3,0.036,0.036,0.18,0.18,2.336,2.336,9.34,9.8
0.007,0.007,14.08,13.15,0.018,0.018,36.44,44.56,0.027,0.027,0.14,0.14,2.601,2.601,10.4,10.97
0.002,0.002,5.05,4.93,0.013,0.013,32.91,39.39,0.036,0.036,0.18,0.18,2.02,2.02,8.08,8.42
0.044,0.044,72.87,114.63,0.001,0.001,2.54,2.58,0.005,0.005,0.03,0.03,2.437,2.437,9.75,10.25
2.22,2.22,5549.53,193.04,0.648,0.648,1296.47,173.27,4.532,4.532,22.75,25.67,1.48,1.48,5.9,6.08
0.003,0.003,8.03,8.37,0.03,0.03,60.22,46.29,0.006,0.006,0.03,0.03,0.303,0.303,1.21,1.2
0.012,0.012,14.5,15.64,0.002,0.002,3.38,3.44,0.013,0.013,0.06,0.06,2.086,2.086,8.31,8.67
2.968,2.968,14840.03,197.34,0.564,0.564,1410.33,175.16,4.298,4.298,21.54,24.15,8.802,8.802,35.21,29.94
0.035,0.035,86.5,152.43,0.006,0.006,15.34,16.61,0.018,0.018,0.09,0.09,2.139,2.139,8.56,8.94
0.02,0.02,33.61,40.4,0.004,0.004,9.25,8.84,0.042,0.042,0.21,0.21,1.793,1.793,7.17,7.44
0.007,0.007,18.32,16.78,0.002,0.002,3.9,3.97,0.004,0.004,0.02,0.02,0.943,0.943,3.76,3.83
0.024,0.024,58.77,83.24,0.06,0.06,99.69,198.78,0.071,0.071,0.36,0.36,3.723,3.723,14.89,16.09
14.193,14.193,28385.3,198.6,2.454,2.454,8179.61,195.23,17.031,17.031,85.54,149.46,24.383,24.383,97.53,65.56
0.006,0.006,12.37,13.19,0.004,0.004,7.67,7.97,0.034,0.034,0.17,0.17,2.172,2.172,8.69,9.08
0.021,0.021,52.58,41.64,0.013,0.013,31.82,37.84,0.015,0.015,0.07,0.07,1.616,1.616,6.46,6.68
0.006,0.006,9.57,10.05,0.011,0.011,27.71,24.34,0.005,0.005,0.03,0.03,0.278,0.278,1.11,1.12
0.022,0.022,43.45,55.51,0.01,0.01,24.06,21.48,0.051,0.051,0.26,0.26,0.374,0.374,1.5,1.51
8.292,8.292,16584.15,197.62,1.6,1.6,3999.04,190.47,10.079,10.079,50.62,67.78,23.997,23.997,95.99,64.86
0.014,0.014,23.57,26.72,0.011,0.011,19.08,21.09,0.032,0.032,0.16,0.16,0.016,0.016,0.06,0.06
0.023,0.023,56.53,78.81,0.005,0.005,11.59,10.95,0.037,0.037,0.19,0.19,1.337,1.337,5.32,5.47
14.312,14.312,35780.63,198.89,2.935,2.935,4891.99,192.14,19.79,19.79,99.4,197.59,34.826,34.826,139.3,82.11
10.228,10.228,20456.77,198.06,1.95,1.95,4875.16,192.12,13.208,13.208,66.34,99.27,4.764,4.764,19.06,17.4
0.015,0.015,29.0,33.92,0.028,0.028,69.09,105.56,0.109,0.109,0.54,0.55,1.431,1.431,5.72,5.89
0.005,0.005,9.18,9.63,0.017,0.017,42.45,35.02,0.097,0.097,0.49,0.49,1.327,1.327,5.31,5.45
0.015,0.015,36.52,44.68,0.01,0.01,24.22,21.61,0.026,0.026,0.13,0.13,1.36,1.36,5.44,5.59
5.235,5.235,13086.86,196.99,1.007,1.007,2013.4,181.93,7.237,7.237,36.35,44.42,8.431,8.431,33.73,28.86
0.024,0.024,40.06,50.09,0.001,0.001,1.37,1.38,0.054,0.054,0.27,0.27,2.134,2.134,8.53,8.92
1.765,1.765,3530.79,189.28,0.565,0.565,1411.68,175.18,2.707,2.707,13.6,14.59,5.911,5.911,23.64,21.14
0.015,0.015,30.16,35.51,0.013,0.013,32.41,38.68,0.064,0.064,0.32,0.32,3.678,3.678,14.71,15.88
0.002,0.002,5.25,5.11,0.029,0.029,57.84,44.86,0.035,0.035,0.18,0.18,2.344,2.344,9.38,9.84
0.017,0.017,24.87,28.4,0.022,0.022,43.56,55.7,0.023,0.023,0.12,0.12,0.957,0.957,3.83,3.9
0.007,0.007,18.34,16.8,0.009,0.009,18.81,17.19,0.101,0.101,0.51,0.51,3.173,3.173,12.69,13.55
0.015,0.015,38.36,32.19,0.02,0.02,65.57,49.38,0.003,0.003,0.02,0.02,2.372,2.372,9.49,9.96
0.01,0.01,33.64,40.44,0.016,0.016,32.87,28.23,0.049,0.049,0.25,0.25,1.202,1.202,4.81,4.93
0.015,0.015,29.87,25.99,0.013,0.013,32.39,38.65,0.025,0.025,0.13,0.13,2.999,2.999,12.0,12.76
0.003,0.003,6.98,6.75,0.007,0.007,10.88,10.32,0.077,0.077,0.39,0.39,2.281,2.281,9.12,9.56
0.012,0.012,23.77,26.98,0.021,0.021,52.37,70.96,0.059,0.059,0.3,0.3,1.533,1.533,6.13,6.33
0.018,0.018,45.42,58.77,0.007,0.007,13.82,14.85,0.014,0.014,0.07,0.07,0.968,0.968,3.87,3.95
0.009,0.009,17.46,16.05,0.016,0.016,40.57,33.73,0.125,0.125,0.63,0.63,0.527,0.527,2.11,2.13
