cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.036,0.036,0.7,0.7,0.029,0.029,3.21,3.16,0.054,0.054,0.39,0.39,1.452,1.452,4.74,4.86
0.082,0.082,1.57,1.58,0.103,0.103,11.01,10.44,0.077,0.077,0.56,0.56,0.493,0.493,1.61,1.62
0.075,0.075,1.44,1.43,0.008,0.008,0.77,0.77,0.115,0.115,0.83,0.83,1.158,1.158,3.79,3.86
0.022,0.022,0.43,0.42,0.018,0.018,1.83,1.85,0.047,0.047,0.34,0.34,3.153,3.153,10.27,10.83
0.111,0.111,2.13,2.16,0.01,0.01,1.04,1.04,0.013,0.013,0.09,0.09,0.545,0.545,1.78,1.76
0.016,0.016,0.31,0.3,0.028,0.028,2.92,2.88,0.035,0.035,0.25,0.25,0.689,0.689,2.24,2.27
0.003,0.003,0.07,0.07,0.075,0.075,7.31,7.59,0.011,0.011,0.08,0.08,0.057,0.057,0.18,0.18
0.043,0.043,0.84,0.84,0.143,0.143,16.11,14.91,0.134,0.134,0.96,0.97,2.941,2.941,9.58,10.06
0.054,0.054,1.03,1.04,0.142,0.142,16.37,15.14,0.003,0.003,0.02,0.02,1.754,1.754,5.71,5.88
0.034,0.034,0.66,0.66,0.033,0.033,3.5,3.56,0.119,0.119,0.86,0.86,0.541,0.541,1.77,1.78
0.044,0.044,0.84,0.84,0.057,0.057,6.12,6.31,0.108,0.108,0.78,0.78,1.074,1.074,3.51,3.45
0.075,0.075,1.43,1.44,0.031,0.031,3.36,3.31,0.046,0.046,0.33,0.33,0.153,0.153,0.5,0.5
0.106,0.106,2.03,2.01,0.067,0.067,6.73,6.96,0.084,0.084,0.61,0.61,0.451,0.451,1.47,1.48
0.067,0.067,1.31,1.3,0.041,0.041,4.04,4.13,0.041,0.041,0.3,0.3,0.67,0.67,2.19,2.21
0.088,0.088,1.7,1.68,0.097,0.097,9.88,10.39,0.042,0.042,0.3,0.3,1.397,1.397,4.57,4.67
0.043,0.043,0.82,0.82,0.015,0.015,1.61,1.62,0.105,0.105,0.76,0.76,1.72,1.72,5.6,5.76
0.019,0.019,0.37,0.37,0.073,0.073,6.99,7.24,0.013,0.013,0.1,0.1,1.528,1.528,4.99,5.12
