Autocorrelation
194810557852329562
389622358783849753
584434516245561696
779247029365576047
974060414168019662
1168731331203437448
1363402988982312714
1558074775886244906
1752652773201748271
1947231114902591090
2141809601547889675
2336387144709689602
2530964771021049090
2725542644538097469
2920027742525335036
3114512994160781002
3308998971860226515
3503485674352107512
3697972893017658744
3892460500149610173
4086854246177938661
4281248040808322288
4475642333157591213
4670036023472711457
4864430020912499260
5058824431491464481
5253126349921073473
5447428667208794690
5641731688538944157
5836035138694942620
6030339364040344836
6224643942239214983
6418708570151807380
6612773600265921588
6806838783138535326
7000904571759646484
7194970710241234273
7389036930443464374
7583012254103270640
7776987923028792106
7970964070670308552
8164939923857677651
8358916627918726177
8552893379026473054
8746777140423803307
8940660982957800099
9134545228198022733
-9118313898512481118
-8924428797795720204
-8730543572382620002
-8536751449749738667
-8342959238337776912
-8149166289249352137
-7955373965888672451
-7761580792405308079
-7567787294988136205
-7374089215996511494
-7180390725651005524
-6986691867772156974
-6792992593202352716
-6599436931151019796
-6405881111192179355
-6212416071420100044
-6018950620569106600
-5825484517197635105
-5632017940756435469
-5438551628543122917
-5245085227726931714
-5051708147615282684
-4858330762696918850
-4664953235716796868
-4471574982779805521
-4278196290155680781
-4084817577896599743
-3891531137792632568
-3698244863719325744
-3504957879081928950
-3312154188078393520
-3119349957928774730
-2926546680052261225
-2733743062743880721
-2540939296129405092
-2348135129240644733
-2155330368670192908
-1962525563143559224
-1769721987768023395
-1576917947330408600
-1384113581625168883
-1191308543240864904
-998503088780722889
-805697234594162948
-612890605126732775
-420083860337893201
-227276829441271138
-34469467850095137
158338269667961277
351053671254638107
543768802685284399
736483974252635791
929106761658332610
1121729118627829873
1314352463132214792
1506737628852722206
1699123244134768047
1891509160210881807
2083802281004908785
2276095458071210596
2468389079028772026
2660589704132658409
2852789525713323771
3044880159065755191
3236884390677393048
3428802258904421865
3620721036132375734
3812639858280260120
4004558934332302018
4196476757902859502
4388260457828177190
4579787261226123099
4771136101923073837
4962436155936729972
5153611858869480035
5344787822470794901
5535964172367525231
5727140890674771973
5918318485918794013
6109496517956081892
6300675339259375379
6491854281992978140
6683033630292671242
6874213124233355554
7065393413726213032
7256573995808425958
7447754435964971734
7638935703729841524
7830117340845238006
8021299122915647884
8212482040371648363
8403665327988275790
8594849180677611977
8786033412640608644
8977217789458891939
9168402570927371293
-9087155961811018578
-8895970351494456081
-8704784399615982594
-8513598042992427229
-8322411425844142967
-8131224388628073438
-7940036251084349841
-7748847935793856014
-7557658796710820450
-7366469536294334065
-7175279871287681404
-6984089837746775696
-6792899262894286730
-6601708365609305445
-6410517223069791211
-6219325933847946722
-6028134241119666921
-5836942404096713864
-5645749465425407153
-5454556088828486302
-5263362148552508442
-5072167827693671416
-4880973138218656451
-4689778303775629477
-4498583068449908391
-4307387145288563777
-4116191364773930286
-3924995143662266866
-3733798778090686658
-3542601886858216962
-3351404310055056080
-3160206158594872475
-2969007183902595216
-2777807864130064712
-2586608398324309040
-2395408529177495339
-2204208294754901293
-2013007596415324872
-1821806556995471760
-1630604949413463957
-1439402905856195888
-1248200493113192052
-1056997599470125563
-865793904083760953
-674589420125102379
-483384828587345477
-292179832567198632
-100974468266857532
90231037400689055
281437265985796242
472643413429324290
663849904294333361
855056764144142091
1046263761572046658
1237471654952204730
1428680327983419012
1619889628231744897
1811099245825793883
2002309233544893658
2193519366597852544
2384729904459197736
2575940900956510850
2767152240962216599
2958363923053288110
3149575750897731039
3340787983322524289
3532000919777418248
3723214431181880098
3914434527235877665
4105654905325536519
4296875429382724376
4488096357035736949
4679317425219137947
4870604231858410808
5061892001630398884
5253179855055617315
5444468109865772124
5635756734144671713
5827045791159704167
6018335761514030831
6209626564958698114
6400917429455395482
6592208660442565162
6783500035836881435
6974791811539169880
7166084274746068109
7357376659342976928
7548669777071888003
7739963292307275785
7931256953224411448
8122551353152461180
8313846294662523172
8505142124157287302
8696438202669147064
8887734423932076692
9079031049354637124
-9176416047740381497
-8985118606933930639
-8793820985929666589
-8602523028154855467
-8411224932280919541
-8219926431582066939
-8028627451995493453
-7837327638529612649
-7646026808832304223
-7454726020943502836
-7263424832034293298
-7072123273590256490
-6880821570053329087
-6689519148969137444
-6498216418713505224
-6306913636555433549
-6115610453913736871
-5924306900833973977
-5733002833518223467
-5541697968869533049
-5350392476703904307
-5159086699678681519
-4967780556405008391
-4776473106898442083
-4585165258477612156
-4393856722462546375
-4202548264934832664
-4011239497522137535
-3819930589858275628
-3628621275877150464
-3437311258282694231
-3246000667382894864
-3054689192980878515
-2863377312918234373
-2672065314504768870
-2480752912006654139
-2289440059675481609
-2098126792615734806
-1906813345700322648
-1715499459419308830
-1524185052498828622
-1332870275816691413
-1141555191970266288
-950239227193925848
-758922410363417624
-567605566158399545
-376288320789512804
-184970705901826768
6347089863571525
197665557976798616
388984171925064187
580303153908731610
771622490810019742
962941973896489312
1154262034179068739
1345582991967661266
1536904578267650981
1728226548665471720
1919549009481106829
2110871632189795675
2302194623397360159
2493518071263664543
2684841724152436696
2876165749494477912
3067489920252906478
3258814495776784684
3450139775314482695
3641465596620253231
3832792301107110698
4024119286994146639
4215446453759643120
4406773986878232040
4598101747257626489
4789429803124805643
4980758221416341625
5172086722788426536
5363415592222534951
5554744590112907557
5746074068683184914
5937403903258463393
6128734821483062607
6320065857719018270
6511397195979522270
6702728796632128805
6894060816516293216
7085393172708883413
7276726322701906770
7468059836142382897
7659393720400034596
7850727712837919449
8042062422963937465
8233397272085868799
8424733403590093804
8616069837297774738
8807406345795197889
8998743173077514979
9190080309218438410
-9065326683578720128
-8873989541520781317
-8682651960865328260
-8491314265110311774
-8299976199988897432
-8108637655046096652
-7917298672457295267
-7725958442145266986
-7534618065852170530
-7343277372459697264
-7151936309785714127
