cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.532,0.532,56.05,43.78,0.544,0.544,194.21,98.53,0.446,0.446,2.45,2.48,1.385,1.385,4.54,4.44
0.478,0.478,30.83,36.45,0.267,0.267,41.71,52.71,0.674,0.674,3.91,3.84,0.474,0.474,1.55,1.54
0.421,0.421,42.14,34.81,0.143,0.143,44.56,36.44,0.634,0.634,3.47,3.54,2.442,2.442,8.01,7.7
0.949,0.949,55.19,76.23,0.239,0.239,41.15,51.81,1.751,1.751,10.21,9.71,2.066,2.066,6.77,6.55
0.449,0.449,41.2,34.16,0.477,0.477,149.0,85.39,0.307,0.307,1.7,1.71,0.935,0.935,3.06,3.02
0.475,0.475,29.66,34.83,0.027,0.027,4.07,4.15,1.126,1.126,6.53,6.33,1.923,1.923,6.3,6.11
0.273,0.273,28.44,24.9,0.101,0.101,30.62,26.55,0.294,0.294,1.61,1.63,0.2,0.2,0.66,0.66
0.247,0.247,15.18,14.11,0.232,0.232,34.55,29.46,0.228,0.228,1.32,1.33,4.315,4.315,14.15,13.21
0.279,0.279,29.7,25.86,0.003,0.003,0.92,0.91,0.473,0.473,2.6,2.63,0.188,0.188,0.62,0.61
0.363,0.363,20.28,22.57,0.003,0.003,0.45,0.45,0.368,0.368,2.13,2.11,3.851,3.851,12.63,11.88
0.12,0.12,11.72,11.08,0.129,0.129,39.18,32.76,0.189,0.189,1.04,1.04,0.047,0.047,0.16,0.16
1.082,1.082,63.26,92.52,0.769,0.769,94.91,180.63,1.451,1.451,8.41,8.07,0.123,0.123,0.4,0.4
0.323,0.323,33.3,28.55,0.332,0.332,87.5,60.87,0.287,0.287,1.57,1.59,1.229,1.229,4.03,4.11
0.41,0.41,23.41,26.51,0.543,0.543,56.52,78.78,0.496,0.496,2.88,2.84,3.159,3.159,10.36,10.92
0.591,0.591,59.06,45.6,0.288,0.288,65.37,49.26,0.917,0.917,5.03,5.16,2.303,2.303,7.55,7.28
0.005,0.005,0.27,0.27,0.114,0.114,11.5,12.21,0.081,0.081,0.47,0.47,1.828,1.828,5.99,5.82
0.554,0.554,47.8,38.58,0.226,0.226,52.53,41.6,0.958,0.958,5.29,5.43,0.018,0.018,0.06,0.06
0.466,0.466,25.35,29.02,0.079,0.079,8.44,8.82,0.445,0.445,2.58,2.55,0.653,0.653,2.14,2.12
0.376,0.376,34.53,29.45,0.086,0.086,14.57,15.71,0.817,0.817,4.48,4.58,1.822,1.822,5.97,5.8
0.702,0.702,39.21,48.77,0.63,0.63,65.6,97.61,0.819,0.819,4.76,4.65,1.169,1.169,3.83,3.91
0.557,0.557,45.27,36.92,0.074,0.074,10.34,10.9,1.604,1.604,8.79,9.19,1.435,1.435,4.71,4.82
0.483,0.483,29.61,25.79,0.282,0.282,38.09,32.0,0.396,0.396,2.3,2.33,1.651,1.651,5.4,5.55
0.345,0.345,36.73,31.03,0.142,0.142,40.62,33.76,0.233,0.233,1.27,1.28,2.259,2.259,7.38,7.12
0.186,0.186,12.82,13.7,0.135,0.135,21.04,23.51,0.989,0.989,5.73,5.57,3.746,3.746,12.28,11.57
0.506,0.506,55.63,43.53,0.614,0.614,166.05,90.72,0.223,0.223,1.22,1.23,0.859,0.859,2.81,2.77
0.325,0.325,20.72,23.12,0.06,0.06,10.71,11.32,1.124,1.124,6.52,6.31,1.396,1.396,4.58,4.68
0.574,0.574,61.11,46.81,0.319,0.319,93.85,63.88,0.645,0.645,3.54,3.6,0.946,0.946,3.1,3.15
0.429,0.429,27.01,23.8,0.362,0.362,66.98,50.18,0.577,0.577,3.34,3.39,0.959,0.959,3.15,3.1
0.442,0.442,40.18,33.46,0.363,0.363,98.14,65.83,0.585,0.585,3.24,3.29,2.712,2.712,8.89,8.51
0.064,0.064,3.98,3.9,0.147,0.147,22.28,20.04,0.009,0.009,0.05,0.05,0.988,0.988,3.24,3.29
0.611,0.611,65.74,49.48,0.423,0.423,117.43,73.99,0.518,0.518,2.84,2.88,2.457,2.457,8.06,7.74
0.929,0.929,54.98,75.82,0.265,0.265,51.95,70.17,1.3,1.3,7.53,7.26,1.844,1.844,6.05,5.87
0.751,0.751,75.85,54.99,0.399,0.399,124.84,76.86,0.878,0.878,4.81,4.93,2.893,2.893,9.49,9.96
0.363,0.363,21.33,23.88,0.025,0.025,3.85,3.78,0.582,0.582,3.37,3.31,2.772,2.772,9.09,9.52
0.623,0.623,67.74,50.6,0.336,0.336,88.3,61.26,0.781,0.781,4.28,4.38,1.769,1.769,5.8,5.64
0.754,0.754,41.87,52.96,0.299,0.299,40.9,51.41,0.945,0.945,5.49,5.34,0.986,0.986,3.23,3.29
1.278,1.278,124.09,76.58,0.479,0.479,104.17,68.5,1.943,1.943,10.65,11.25,1.104,1.104,3.61,3.55
0.968,0.968,52.59,71.36,0.253,0.253,32.86,39.32,1.43,1.43,8.31,7.98,1.381,1.381,4.53,4.43
0.524,0.524,49.02,39.37,0.161,0.161,35.74,30.32,0.908,0.908,4.98,5.11,2.046,2.046,6.71,6.49
0.197,0.197,10.89,11.52,0.219,0.219,24.57,28.02,0.016,0.016,0.1,0.1,4.078,4.078,13.41,14.38
