Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.956,0.976,0.38,20.43,22.53,1887.1687860488892,0.10647741695074635,1.2210056781768799,0.07589077949523926
cpu_system_time_diff_ema_1,0.837,0.152,0.081,20.77,20.53,1887.1687860488892,0.10647741695074635,1.2210056781768799,0.07589077949523926
cpu_idle_time_diff_ema_1,0.954,1.072,0.421,7.27,9.15,1887.1687860488892,0.10647741695074635,1.2210056781768799,0.07589077949523926
memory_ema_1,0.941,0.454,0.2,1.86,1.84,1887.1687860488892,0.10647741695074635,1.2210056781768799,0.07589077949523926
