Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sg_5_2,0.992,0.526,0.324,25.11,40.02,120.97939085960388,0.07438565227391801,1.0722765922546387,0.05361604690551758
cpu_system_time_diff_sg_5_2,0.962,0.112,0.073,99.5,34.5,120.97939085960388,0.07438565227391801,1.0722765922546387,0.05361604690551758
cpu_idle_time_diff_sg_5_2,0.965,1.104,0.993,13.37,13.49,120.97939085960388,0.07438565227391801,1.0722765922546387,0.05361604690551758
memory_sg_5_2,0.996,0.651,0.398,1.17,1.17,120.97939085960388,0.07438565227391801,1.0722765922546387,0.05361604690551758
