Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.999,0.169,0.109,1.95,1.94,0.0011181831359863281,0.22456172474435623,0.4562504291534424,0.05990719795227051
cpu_system_time_diff_ema_1,1.0,0.094,0.066,1.72,1.71,0.0011181831359863281,0.22456172474435623,0.4562504291534424,0.05990719795227051
cpu_idle_time_diff_ema_1,0.999,0.122,0.09,1.79,1.78,0.0011181831359863281,0.22456172474435623,0.4562504291534424,0.05990719795227051
memory_ema_1,0.999,0.147,0.091,1.81,1.79,0.0011181831359863281,0.22456172474435623,0.4562504291534424,0.05990719795227051
