,cpu_user_time_diff_observations,cpu_user_time_diff_predicted_observations,cpu_user_time_diff_mae,cpu_user_time_diff_rmse,cpu_system_time_diff_observations,cpu_system_time_diff_predicted_observations,cpu_system_time_diff_mae,cpu_system_time_diff_rmse,cpu_idle_time_diff_observations,cpu_idle_time_diff_predicted_observations,cpu_idle_time_diff_mae,cpu_idle_time_diff_rmse,memory_observations,memory_predicted_observations,memory_mae,memory_rmse
69,[4.809999942779541],[6.377849578857422],1.5678496360778809,1.5678496360778809,[1.159999966621399],[1.0164239406585693],0.1435760259628296,0.1435760259628296,[10.460000038146973],[12.375384330749512],1.915384292602539,1.915384292602539,[24.5],[20.204730987548828],4.295269012451172,4.295269012451172
70,[4.71999979019165],[6.829521179199219],2.1095213890075684,2.1095213890075684,[1.1299999952316284],[1.0625563859939575],0.0674436092376709,0.0674436092376709,[13.779999732971191],[11.995346069335938],1.784653663635254,1.784653663635254,[24.5],[20.9466609954834],3.5533390045166016,3.5533390045166016
71,[4.460000038146973],[6.41513204574585],1.955132007598877,1.955132007598877,[1.0700000524520874],[1.0180116891860962],0.05198836326599121,0.05198836326599121,[14.130000114440918],[12.329902648925781],1.8000974655151367,1.8000974655151367,[24.5],[20.22836685180664],4.271633148193359,4.271633148193359
72,[4.809999942779541],[6.319545745849609],1.5095458030700684,1.5095458030700684,[1.2400000095367432],[1.004207968711853],0.23579204082489014,0.23579204082489014,[13.960000038146973],[12.417658805847168],1.5423412322998047,1.5423412322998047,[24.5],[20.114276885986328],4.385723114013672,4.385723114013672
73,[4.809999942779541],[6.352137565612793],1.542137622833252,1.542137622833252,[1.2000000476837158],[1.0770649909973145],0.12293505668640137,0.12293505668640137,[13.829999923706055],[12.374174118041992],1.4558258056640625,1.4558258056640625,[24.5],[20.979095458984375],3.520904541015625,3.520904541015625
74,[4.550000190734863],[6.445210933685303],1.8952107429504395,1.8952107429504395,[1.2300000190734863],[1.0369240045547485],0.1930760145187378,0.1930760145187378,[14.109999656677246],[12.308863639831543],1.8011360168457031,1.8011360168457031,[24.5],[20.391185760498047],4.108814239501953,4.108814239501953
75,[4.75],[6.326598644256592],1.5765986442565918,1.5765986442565918,[1.2200000286102295],[1.0462141036987305],0.17378592491149902,0.17378592491149902,[12.90999984741211],[12.426607131958008],0.48339271545410156,0.48339271545410156,[24.600000381469727],[20.4567928314209],4.143207550048828,4.143207550048828
76,[4.510000228881836],[5.611538410186768],1.1015381813049316,1.1015381813049316,[0.9200000166893005],[1.1799758672714233],0.2599758505821228,0.2599758505821228,[13.930000305175781],[13.41900634765625],0.5109939575195312,0.5109939575195312,[24.600000381469727],[21.063262939453125],3.5367374420166016,3.5367374420166016
77,[4.409999847412109],[5.842687606811523],1.432687759399414,1.432687759399414,[1.059999942779541],[1.024159550666809],0.035840392112731934,0.035840392112731934,[14.049999237060547],[13.341730117797852],0.7082691192626953,0.7082691192626953,[24.399999618530273],[19.2511043548584],5.148895263671875,5.148895263671875
78,[5.179999351501465],[6.259814739227295],1.07981538772583,1.07981538772583,[1.0800000429153442],[1.0000529289245605],0.07994711399078369,0.07994711399078369,[13.229999542236328],[12.484748840332031],0.7452507019042969,0.7452507019042969,[24.299999237060547],[20.075456619262695],4.224542617797852,4.224542617797852
79,[4.579999923706055],[6.273715496063232],1.6937155723571777,1.6937155723571777,[0.9699999690055847],[1.0867670774459839],0.11676710844039917,0.11676710844039917,[13.960000038146973],[12.776702880859375],1.1832971572875977,1.1832971572875977,[24.299999237060547],[19.885103225708008],4.414896011352539,4.414896011352539
80,[4.599999904632568],[6.274099349975586],1.6740994453430176,1.6740994453430176,[1.1799999475479126],[0.9795839786529541],0.2004159688949585,0.2004159688949585,[12.420000076293945],[12.503311157226562],0.08331108093261719,0.08331108093261719,[24.299999237060547],[19.791040420532227],4.50895881652832,4.50895881652832
81,[4.460000038146973],[6.512477874755859],2.0524778366088867,2.0524778366088867,[1.0199999809265137],[1.031738519668579],0.01173853874206543,0.01173853874206543,[12.0600004196167],[12.30122184753418],0.24122142791748047,0.24122142791748047,[24.399999618530273],[20.37034034729004],4.029659271240234,4.029659271240234
82,[4.329999923706055],[6.391388416290283],2.0613884925842285,2.0613884925842285,[1.100000023841858],[1.0278451442718506],0.07215487957000732,0.07215487957000732,[13.220000267028809],[12.401036262512207],0.8189640045166016,0.8189640045166016,[24.399999618530273],[20.648386001586914],3.7516136169433594,3.7516136169433594
83,[4.650000095367432],[6.308379173278809],1.658379077911377,1.658379077911377,[1.0199999809265137],[1.015012264251709],0.0049877166748046875,0.0049877166748046875,[14.029999732971191],[12.481971740722656],1.5480279922485352,1.5480279922485352,[24.399999618530273],[20.236083984375],4.163915634155273,4.163915634155273
84,[4.420000076293945],[6.348351001739502],1.9283509254455566,1.9283509254455566,[1.1699999570846558],[0.9896569848060608],0.18034297227859497,0.18034297227859497,[13.309999465942383],[12.397793769836426],0.912205696105957,0.912205696105957,[24.399999618530273],[20.01668930053711],4.383310317993164,4.383310317993164
85,[4.570000171661377],[6.289577484130859],1.7195773124694824,1.7195773124694824,[1.090000033378601],[1.0377612113952637],0.0522388219833374,0.0522388219833374,[11.989999771118164],[12.532450675964355],0.5424509048461914,0.5424509048461914,[24.399999618530273],[20.27836036682129],4.121639251708984,4.121639251708984
86,[4.929999828338623],[6.68022346496582],1.7502236366271973,1.7502236366271973,[1.2899999618530273],[1.0179290771484375],0.27207088470458984,0.27207088470458984,[12.65999984741211],[12.180519104003906],0.4794807434082031,0.4794807434082031,[24.399999618530273],[20.172365188598633],4.227634429931641,4.227634429931641
87,[4.690000057220459],[6.552093982696533],1.8620939254760742,1.8620939254760742,[1.2999999523162842],[1.0638154745101929],0.2361844778060913,0.2361844778060913,[12.010000228881836],[12.271777153015137],0.2617769241333008,0.2617769241333008,[24.399999618530273],[20.662086486816406],3.737913131713867,3.737913131713867
