cpu_user_time_diff_MAE,cpu_user_time_diff_RMSE,cpu_user_time_diff_MAPE,cpu_user_time_diff_SMAPE,cpu_system_time_diff_MAE,cpu_system_time_diff_RMSE,cpu_system_time_diff_MAPE,cpu_system_time_diff_SMAPE,cpu_idle_time_diff_MAE,cpu_idle_time_diff_RMSE,cpu_idle_time_diff_MAPE,cpu_idle_time_diff_SMAPE,memory_MAE,memory_RMSE,memory_MAPE,memory_SMAPE
0.154,0.154,0.84,0.83,0.009,0.009,13.15,14.08,0.181,0.181,22.07,19.87,0.019,0.019,0.13,0.13
0.034,0.034,0.19,0.19,0.015,0.015,20.16,22.41,0.244,0.244,31.54,27.24,0.137,0.137,0.92,0.92
0.01,0.01,0.06,0.06,0.013,0.013,18.25,20.08,0.227,0.227,29.4,25.63,0.092,0.092,0.62,0.62
0.313,0.313,1.72,1.71,0.007,0.007,11.07,11.72,0.008,0.008,0.82,0.82,0.07,0.07,0.47,0.47
0.087,0.087,0.48,0.48,0.001,0.001,1.39,1.38,0.131,0.131,14.05,13.13,0.134,0.134,0.91,0.91
0.003,0.003,0.01,0.01,0.004,0.004,7.76,7.47,0.212,0.212,25.38,22.52,0.076,0.076,0.51,0.52
0.183,0.183,0.99,0.99,0.004,0.004,6.68,6.91,0.129,0.129,14.41,13.44,0.011,0.011,0.07,0.07
0.135,0.135,0.73,0.73,0.013,0.013,17.71,19.43,0.303,0.303,41.42,34.31,0.133,0.133,0.89,0.9
0.078,0.078,0.42,0.42,0.017,0.017,22.79,25.72,0.27,0.27,37.25,31.4,0.081,0.081,0.55,0.55
0.024,0.024,0.13,0.13,0.049,0.049,45.66,59.17,0.188,0.188,23.4,20.95,0.126,0.126,0.85,0.85
0.544,0.544,2.93,2.97,0.038,0.038,38.78,48.11,0.166,0.166,22.7,20.38,0.371,0.371,2.49,2.52
0.039,0.039,0.21,0.21,0.025,0.025,29.61,34.75,0.088,0.088,10.35,9.84,0.272,0.272,1.83,1.84
0.32,0.32,1.78,1.76,0.033,0.033,35.72,43.49,0.101,0.101,9.41,9.88,0.276,0.276,1.86,1.87
0.258,0.258,1.41,1.42,0.011,0.011,15.35,16.63,0.004,0.004,0.4,0.4,0.397,0.397,2.67,2.7
0.275,0.275,1.51,1.5,0.062,0.062,51.38,69.14,0.047,0.047,4.87,4.75,0.213,0.213,1.43,1.44
1.213,1.213,6.51,6.73,0.043,0.043,40.48,50.75,0.039,0.039,5.62,5.46,0.391,0.391,2.63,2.66
0.309,0.309,1.67,1.68,0.013,0.013,17.56,19.25,0.112,0.112,14.57,13.58,0.306,0.306,2.06,2.08
0.304,0.304,1.67,1.66,0.018,0.018,23.07,26.08,0.002,0.002,0.23,0.23,0.178,0.178,1.2,1.21
0.595,0.595,3.16,3.21,0.004,0.004,5.73,5.9,0.404,0.404,69.19,51.41,0.323,0.323,2.17,2.19
0.005,0.005,0.03,0.03,0.019,0.019,24.66,28.13,0.274,0.274,39.62,33.07,0.045,0.045,0.3,0.3
