CPU Frequency,Percent CPU Usage,CPU User Time,CPU System Time,CPU Idle Time,Percent Memory Usage,Network Bytes Sent,Network Bytes Recieved,Network Upload Rate,Network Download Rate,Temperature,Bit Rate
1.0,0.4377840972814565,0.013391235660013724,0.03448529282582149,0.008462421923689057,0.2734466039596255,0.04889804508608209,0.05894038783289899,0.06318666804563006,0.08995923116897087,0.468884111755339,0.24099422107047863
0.4377840972814565,1.0,-0.09725917088518295,-0.04805302938934129,-0.10240285588118232,0.11582548467068858,-0.0027271796410078953,0.036570000146478675,0.0782966109076242,0.040896729430467356,0.9127471168999375,0.5231544393962761
0.013391235660013724,-0.09725917088518295,1.0,0.9058411698344493,0.9639817775034804,-0.06484479942481135,0.7829972717015289,0.6280804613204604,0.0016960779173143049,0.025476092849180326,-0.17038198856099177,-0.05336886802081654
0.03448529282582149,-0.04805302938934129,0.9058411698344493,1.0,0.91168578645593,0.0025232200741828782,0.9472874592061464,0.837130325740004,0.0048915124891349745,0.0392349490702362,-0.23502395752730787,-0.018106798037015173
0.008462421923689057,-0.10240285588118232,0.9639817775034804,0.91168578645593,1.0,-0.08576440637934395,0.7441199205024508,0.5544984539256321,0.0029787095380677305,0.021376659571888237,-0.19182717646279596,-0.05008359235896804
0.2734466039596255,0.11582548467068858,-0.06484479942481135,0.0025232200741828782,-0.08576440637934395,1.0,0.06688803207947193,0.11311480702501704,0.17748066272740953,0.34669256616487776,0.09151300256142941,0.24528320879464294
0.04889804508608209,-0.0027271796410078953,0.7829972717015289,0.9472874592061464,0.7441199205024508,0.06688803207947193,1.0,0.9653081670245087,0.005716704767984701,0.04867428303500769,-0.21910675502279645,0.0071861909853849605
0.05894038783289899,0.036570000146478675,0.6280804613204604,0.837130325740004,0.5544984539256321,0.11311480702501704,0.9653081670245087,1.0,0.005651959722374845,0.053755807587095195,-0.1919218275372023,0.02587999379920659
0.06318666804563006,0.0782966109076242,0.0016960779173143049,0.0048915124891349745,0.0029787095380677305,0.17748066272740953,0.005716704767984701,0.005651959722374845,1.0,0.337811821909239,0.04171556803837677,0.1612369607015616
0.08995923116897087,0.040896729430467356,0.025476092849180326,0.0392349490702362,0.021376659571888237,0.34669256616487776,0.04867428303500769,0.053755807587095195,0.337811821909239,1.0,0.01628602125721613,0.18397210374415082
0.468884111755339,0.9127471168999375,-0.17038198856099177,-0.23502395752730787,-0.19182717646279596,0.09151300256142941,-0.21910675502279645,-0.1919218275372023,0.04171556803837677,0.01628602125721613,1.0,0.47434371858282015
0.24099422107047863,0.5231544393962761,-0.05336886802081654,-0.018106798037015173,-0.05008359235896804,0.24528320879464294,0.0071861909853849605,0.02587999379920659,0.1612369607015616,0.18397210374415082,0.47434371858282015,1.0
