Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sma_2,0.945,1.564,0.575,39.54,38.12,1207.2659957408905,0.12240213020206225,1.7381610870361328,0.06411027908325195
cpu_system_time_diff_sma_2,0.838,0.171,0.088,39.86,30.64,1207.2659957408905,0.12240213020206225,1.7381610870361328,0.06411027908325195
cpu_idle_time_diff_sma_2,0.937,1.71,0.546,12.15,9.38,1207.2659957408905,0.12240213020206225,1.7381610870361328,0.06411027908325195
memory_sma_2,0.905,2.115,0.891,2.75,2.79,1207.2659957408905,0.12240213020206225,1.7381610870361328,0.06411027908325195
