Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_ema_1,0.993,0.531,0.242,18.26,22.33,164.39211058616638,0.15115308584040435,2.089566469192505,0.05755925178527832
cpu_system_time_diff_ema_1,0.955,0.095,0.053,34.71,22.03,164.39211058616638,0.15115308584040435,2.089566469192505,0.05755925178527832
cpu_idle_time_diff_ema_1,0.991,0.584,0.262,4.92,4.56,164.39211058616638,0.15115308584040435,2.089566469192505,0.05755925178527832
memory_ema_1,0.987,0.915,0.656,2.17,2.15,164.39211058616638,0.15115308584040435,2.089566469192505,0.05755925178527832
