Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sma_2,0.928,1.076,0.481,11.1,12.65,1532.1692206859589,0.1008372799034219,0.9384987354278564,0.07665228843688965
cpu_system_time_diff_sma_2,0.731,0.184,0.093,28.51,13.78,1532.1692206859589,0.1008372799034219,0.9384987354278564,0.07665228843688965
cpu_idle_time_diff_sma_2,0.908,1.225,0.475,7.75,6.25,1532.1692206859589,0.1008372799034219,0.9384987354278564,0.07665228843688965
memory_sma_2,0.956,1.253,0.491,2.47,2.47,1532.1692206859589,0.1008372799034219,0.9384987354278564,0.07665228843688965
