bin_edges,hist_data,kde_values
0.0,27876,0.02449571708045878
2.4390243902439024,13,0.01883025825527975
4.878048780487805,121,0.008569743947246172
7.317073170731707,260,0.0027160329073267655
9.75609756097561,452,0.001296503736412153
12.195121951219512,285,0.0015823632985006006
14.634146341463413,519,0.0025050809728997983
17.073170731707318,2655,0.0035427324478499228
19.51219512195122,298,0.004841286362892239
21.95121951219512,919,0.008142859700774387
24.390243902439025,9697,0.013452339159628037
26.829268292682926,7300,0.0170455909359151
29.268292682926827,3233,0.016707203834763328
31.70731707317073,6530,0.013894272686587824
34.146341463414636,568,0.010464116295602267
36.58536585365854,2735,0.008591109477115869
39.02439024390244,2137,0.010252537549964288
41.46341463414634,6884,0.014671054035011103
43.90243902439024,11814,0.01764339163064213
46.34146341463415,1454,0.01525844093879902
48.78048780487805,548,0.009423937877592225
51.21951219512195,1531,0.004944864116925784
53.65853658536585,558,0.0030080152741150034
56.09756097560975,613,0.002352114725918789
58.536585365853654,443,0.0026816118076061725
60.97560975609756,829,0.0044690621211933065
63.41463414634146,5515,0.006918438771699876
65.85365853658537,2552,0.007596739805547506
68.29268292682927,667,0.005684465182062126
70.73170731707317,411,0.0032130626667143353
73.17073170731707,444,0.0018566654334405473
75.60975609756098,430,0.0014998514649968956
78.04878048780488,589,0.0015289522734405145
80.48780487804878,533,0.0016663912284333262
82.92682926829268,578,0.002005273582515285
85.36585365853658,943,0.0029082743321771783
87.80487804878048,1407,0.004977525012897535
90.24390243902438,3411,0.009006675298022201
92.6829268292683,4990,0.01546044724812563
95.1219512195122,11774,0.022454349683785464
97.5609756097561,13702,0.02428136911961855
