Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sg_5_2,0.881,2.267,0.87,37.63,16.31,0.001508951187133789,0.14967966257866333,10.757185220718384,0.07843375205993652
cpu_system_time_diff_sg_5_2,0.812,0.245,0.136,24.3,25.85,0.001508951187133789,0.13152340476344004,5.266573667526245,0.07839536666870117
cpu_idle_time_diff_sg_5_2,0.941,1.3,0.512,30.69,19.83,0.001508951187133789,0.1853192532982424,10.197822093963623,0.12469863891601562
memory_sg_5_2,0.946,1.714,0.423,1.15,1.16,0.001508951187133789,0.1637532015541604,10.080671310424805,0.07700061798095703
