Trend,Residual,Seasonal
313662.10400000005,-6.336279018644622,6.492279018603644
313680.76600000006,-0.16519401539367234,-0.020805984651496804
313699.44800000003,6.079267313661126,-6.507267313675562
313718.112,13.006798708342021,-12.978798708350869
313736.808,-12.582592988102688,13.014592988074282
313755.57200000004,-6.484279018631118,6.492279018603644
313774.302,-0.22119401537597722,-0.020805984651496804
313792.912,6.435267313689997,-6.507267313675562
313811.606,13.162798708301043,-12.978798708350869
313830.354,-13.07859298808732,13.014592988074282
313848.754,-6.196279018630652,6.492279018603644
313866.556,1.2648059846575503,-0.020805984651496804
313884.32,7.027267313694188,-6.507267313675562
313902.016,11.762798708335968,-12.978798708350869
313919.752,-13.656592988066832,13.014592988074282
313937.87200000003,-6.834279018607835,6.492279018603644
313956.44,0.06080598463054204,-0.020805984651496804
313975.058,6.889267313658798,-6.507267313675562
313993.78,12.838798708336899,-12.978798708350869
314012.54000000004,-13.354592988099894,13.014592988074282
314031.222,-6.574279018598522,6.492279018603644
314049.086,1.2148059846691919,-0.020805984651496804
314066.916,8.441267313625737,-6.507267313675562
314084.748,11.190798708350403,-12.978798708350869
314102.488,-14.152592988109673,13.014592988074282
314120.262,-6.454279018603178,6.492279018603644
314138.888,0.11280598465568775,-0.020805984651496804
314157.634,6.5932673136275985,-6.507267313675562
314176.362,12.706798708353663,-12.978798708350869
314195.078,-13.012592988037495,13.014592988074282
314213.874,-6.426279018612026,6.492279018603644
314232.496,0.08480598466453532,-0.020805984651496804
314250.256,7.951267313693257,-6.507267313675562
314267.80600000004,14.372798708321998,-12.978798708350869
314285.392,-14.526592988062175,13.014592988074282
314302.95200000005,-7.754279018649744,6.492279018603644
314320.842,-0.3311940153620074,-0.020805984651496804
314339.48600000003,6.521267313642034,-6.507267313675562
314358.314,13.314798708361113,-12.978798708350869
314377.14,-13.054592988111535,13.014592988074282
314395.93200000003,-6.594279018617148,6.492279018603644
314414.598,0.04280598464870283,-0.020805984651496804
314433.37200000003,6.595267313664386,-6.507267313675562
314451.466,13.492798708317341,-12.978798708350869
314469.042,-11.086592988118054,13.014592988074282
314486.672,-6.8642790186357745,6.492279018603644
314504.28,-1.759194015376443,-0.020805984651496804
314521.88,6.237267313656935,-6.507267313675562
314540.076,12.922798708368564,-12.978798708350869
314558.83,-12.87459298811852,13.014592988074282
314577.51800000004,-6.730279018615751,6.492279018603644
314596.248,0.04280598464870283,-0.020805984651496804
314614.982,6.575267313645759,-6.507267313675562
314633.75800000003,12.890798708303837,-12.978798708350869
314652.452,-12.826592988050534,13.014592988074282
314671.178,-6.510279018643691,6.492279018603644
314689.97400000005,-0.21319401540345123,-0.020805984651496804
314708.734,6.453267313671836,-6.507267313675562
314727.482,13.146798708355991,-12.978798708350869
314746.288,-12.86259298807242,13.014592988074282
314765.12000000005,-6.712279018633912,6.492279018603644
314783.94600000005,-0.15519401538435912,-0.020805984651496804
314802.802,6.545267313676027,-6.507267313675562
314821.654,13.104798708398366,-12.978798708350869
314840.466,-12.760592988117123,13.014592988074282
314859.274,-6.606279018605041,6.492279018603644
314878.014,-0.1631940153568851,-0.020805984651496804
314896.586,6.801267313669974,-6.507267313675562
314915.22400000005,13.234798708286608,-12.978798708350869
314933.88800000004,-13.322592988093374,13.014592988074282
314952.48000000004,-6.622279018666508,6.492279018603644
314971.17600000004,-0.005194015361076051,-0.020805984651496804
314989.88,6.467267313696516,-6.507267313675562
315007.73000000004,14.208798708332242,-12.978798708350869
315025.634,-11.548592988117589,13.014592988074282
315043.422,-8.314279018647415,6.492279018603644
315061.152,-0.461194015366664,-0.020805984651496804
315079.01800000004,6.2692673136634545,-6.507267313675562
315097.718,12.870798708343418,-12.978798708350869
315116.3,-12.884592988069626,13.014592988074282
315134.746,-6.13827901861156,6.492279018603644
315152.52,1.0808059846491684,-0.020805984651496804
315170.304,7.21326731368115,-6.507267313675562
315188.17000000004,11.288798708290333,-12.978798708350869
315206.058,-13.722592988116658,13.014592988074282
315224.24400000006,-6.30627901867489,6.492279018603644
315243.03,0.010805984642183578,-0.020805984651496804
315261.81600000005,6.631267313628064,-6.507267313675562
315280.58200000005,12.806798708272172,-12.978798708350869
315299.396,-13.130592988054259,13.014592988074282
315318.124,-6.356279018605041,6.492279018603644
315336.914,0.19680598468735272,-0.020805984651496804
315355.738,6.349267313679753,-6.507267313675562
315374.58,12.758798708320601,-12.978798708350869
315393.39,-13.004592988064969,13.014592988074282
315412.154,-6.176279018612026,6.492279018603644
315430.96,0.20080598464451188,-0.020805984651496804
315449.678,6.229267313684409,-6.507267313675562
315468.332,13.036798708369961,-12.978798708350869
315486.946,-12.97059298807987,13.014592988074282
315505.672,-6.424279018633446,6.492279018603644
315524.392,-0.16119401532009786,-0.020805984651496804
315543.152,6.385267313701639,-6.507267313675562
315561.808,13.160798708322464,-12.978798708350869
315580.564,-12.788592988108276,13.014592988074282
315599.31,-6.782279018582689,6.492279018603644
315617.984,0.026805984645443207,-0.020805984651496804
315636.536,6.731267313662989,-6.507267313675562
315655.23199999996,13.106798708376946,-12.978798708350869
315673.894,-13.358592988057053,13.014592988074282
315692.58200000005,-6.574279018656729,6.492279018603644
315711.25800000003,0.06280598460912162,-0.020805984651496804
315730.00200000004,6.705267313650416,-6.507267313675562
315748.642,13.076798708349006,-12.978798708350869
315767.348,-13.092592988053793,13.014592988074282
315785.92600000004,-6.718279018627858,6.492279018603644
315804.55600000004,0.2948059846272824,-0.020805984651496804
315823.23000000004,6.367267313661592,-6.507267313675562
315842.01,12.858798708355526,-12.978798708350869
315860.748,-13.122592988081733,13.014592988074282
315879.604,-6.496279018619011,6.492279018603644
315898.43600000005,0.10480598462495411,-0.020805984651496804
315916.306,7.5712673136886,-6.507267313675562
315934.174,14.854798708340159,-12.978798708350869
315952.006,-15.030592988077542,13.014592988074282
315969.85199999996,-7.404279018556612,6.492279018603644
315987.66000000003,0.04080598461191559,-0.020805984651496804
316006.25800000003,6.849267313621545,-6.507267313675562
316024.782,13.286798708369961,-12.978798708350869
316043.26800000004,-13.302592988132956,13.014592988074282
316061.73,-6.662279018587346,6.492279018603644
316080.288,-0.1571940153629387,-0.020805984651496804
316098.982,6.4352673136317895,-6.507267313675562
316117.68,13.17879870836251,-12.978798708350869
316136.43000000005,-12.994592988113864,13.014592988074282
316155.218,-6.660279018608766,6.492279018603644
