Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.961,1.438,0.461,36.23,16.42,0.0005164146423339844,0.15864505650943692,6.889779567718506,0.08149504661560059
cpu_system_time_diff,0.834,0.19,0.099,30.97,24.74,0.0005164146423339844,0.16767091847754814,7.9264750480651855,0.08263850212097168
cpu_idle_time_diff,0.955,1.552,0.526,18.37,12.92,0.0005164146423339844,0.17117735870341036,7.879237651824951,0.08464932441711426
memory,0.911,1.074,0.303,1.63,1.71,0.0005164146423339844,0.1602064803662555,7.381004333496094,0.08199071884155273
