Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff,0.925,1.809,0.523,86.06,17.42,0.00027251243591308594,0.09812635895981794,4.98701024055481,0.07451963424682617
cpu_system_time_diff,0.778,0.22,0.1,420.72,25.28,0.00027251243591308594,0.09919977911568484,5.091848611831665,0.0770254135131836
cpu_idle_time_diff,0.89,2.173,0.687,19.08,12.22,0.00027251243591308594,0.09314146145515448,4.822652101516724,0.07773423194885254
memory,0.89,1.286,0.369,2.29,2.27,0.00027251243591308594,0.09348232760195323,4.754394054412842,0.07208013534545898
