Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sma_2,0.705,3.822,2.096,45.83,67.94,4101.288810968399,0.13314914453279722,0.2149059772491455,0.06599712371826172
cpu_system_time_diff_sma_2,0.997,0.439,0.206,74.18,47.73,4101.288810968399,0.13314914453279722,0.2149059772491455,0.06599712371826172
cpu_idle_time_diff_sma_2,0.994,0.602,0.272,127.77,54.43,4101.288810968399,0.13314914453279722,0.2149059772491455,0.06599712371826172
memory_sma_2,0.987,0.871,0.435,55.88,58.8,4101.288810968399,0.13314914453279722,0.2149059772491455,0.06599712371826172
