,cpu_user_time_diff_observations,cpu_user_time_diff_predicted_observations,cpu_user_time_diff_mae,cpu_user_time_diff_rmse,cpu_system_time_diff_observations,cpu_system_time_diff_predicted_observations,cpu_system_time_diff_mae,cpu_system_time_diff_rmse,cpu_idle_time_diff_observations,cpu_idle_time_diff_predicted_observations,cpu_idle_time_diff_mae,cpu_idle_time_diff_rmse,memory_observations,memory_predicted_observations,memory_mae,memory_rmse
33,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.12362754344940186],0.05362754315137863,0.05362754315137863,[19.889999389648438],[17.890605926513672],1.9993934631347656,1.9993934631347656,[30.799999237060547],[28.24809455871582],2.5519046783447266,2.5519046783447266
34,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.1559036523103714],0.10590365156531334,0.10590365156531334,[19.940000534057617],[17.858449935913086],2.0815505981445312,2.0815505981445312,[30.69999885559082],[26.97431755065918],3.7256813049316406,3.7256813049316406
35,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.07000000029802322],[0.19511491060256958],0.12511491030454636,0.12511491030454636,[19.889999389648438],[17.803007125854492],2.0869922637939453,2.0869922637939453,[30.69999885559082],[29.569889068603516],1.1301097869873047,1.1301097869873047
36,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05999999865889549],[0.13805176317691803],0.07805176451802254,0.07805176451802254,[19.90999984741211],[17.872966766357422],2.0370330810546875,2.0370330810546875,[30.69999885559082],[28.13789939880371],2.5620994567871094,2.5620994567871094
37,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.14609311521053314],0.08609311655163765,0.08609311655163765,[19.899999618530273],[17.907636642456055],1.9923629760742188,1.9923629760742188,[30.799999237060547],[28.545549392700195],2.2544498443603516,2.2544498443603516
38,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.029999999329447746],[0.15497581660747528],0.12497581727802753,0.12497581727802753,[19.940000534057617],[17.840513229370117],2.0994873046875,2.0994873046875,[30.799999237060547],[26.86478614807129],3.935213088989258,3.935213088989258
39,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.19054874777793884],0.12054874747991562,0.12054874747991562,[19.899999618530273],[17.799049377441406],2.100950241088867,2.100950241088867,[30.799999237060547],[29.477386474609375],1.3226127624511719,1.3226127624511719
40,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.05000000074505806],[0.15552417933940887],0.10552417859435081,0.10552417859435081,[19.940000534057617],[17.860254287719727],2.0797462463378906,2.0797462463378906,[30.799999237060547],[26.921157836914062],3.8788414001464844,3.8788414001464844
41,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.19951602816581726],0.13951602950692177,0.13951602950692177,[19.90999984741211],[17.81520652770996],2.0947933197021484,2.0947933197021484,[30.799999237060547],[29.57437515258789],1.2256240844726562,1.2256240844726562
42,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.1310713291168213],0.0710713304579258,0.0710713304579258,[19.889999389648438],[17.887413024902344],2.0025863647460938,2.0025863647460938,[30.799999237060547],[28.256399154663086],2.543600082397461,2.543600082397461
43,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.03999999910593033],[0.15440846979618073],0.1144084706902504,0.1144084706902504,[19.940000534057617],[17.835756301879883],2.1042442321777344,2.1042442321777344,[30.799999237060547],[26.922704696655273],3.8772945404052734,3.8772945404052734
44,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.07000000029802322],[0.19226785004138947],0.12226784974336624,0.12226784974336624,[19.90999984741211],[17.809892654418945],2.100107192993164,2.100107192993164,[30.799999237060547],[29.543045043945312],1.2569541931152344,1.2569541931152344
45,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05000000074505806],[0.13251467049121857],0.08251466974616051,0.08251466974616051,[19.889999389648438],[17.900997161865234],1.9890022277832031,1.9890022277832031,[30.799999237060547],[28.295129776000977],2.5048694610595703,2.5048694610595703
46,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.03999999910593033],[0.15375064313411713],0.1137506440281868,0.1137506440281868,[19.950000762939453],[17.840970993041992],2.109029769897461,2.109029769897461,[30.799999237060547],[26.876903533935547],3.923095703125,3.923095703125
47,[0.06000000238418579],[0],0.06000000238418579,0.06000000238418579,[0.07000000029802322],[0.19489578902721405],0.12489578872919083,0.12489578872919083,[19.8799991607666],[17.820905685424805],2.059093475341797,2.059093475341797,[30.69999885559082],[29.50910186767578],1.190896987915039,1.190896987915039
48,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05000000074505806],[0.13744184374809265],0.08744184300303459,0.08744184300303459,[19.90999984741211],[17.844449996948242],2.065549850463867,2.065549850463867,[30.799999237060547],[28.1815185546875],2.618480682373047,2.618480682373047
49,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05000000074505806],[0.14486142992973328],0.09486142918467522,0.09486142918467522,[19.899999618530273],[17.901782989501953],1.9982166290283203,1.9982166290283203,[30.799999237060547],[28.543148040771484],2.2568511962890625,2.2568511962890625
50,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.05000000074505806],[0.1534901112318039],0.10349011048674583,0.10349011048674583,[19.950000762939453],[17.84681510925293],2.1031856536865234,2.1031856536865234,[30.799999237060547],[26.82013702392578],3.9798622131347656,3.9798622131347656
51,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.19558849930763245],0.13558850064873695,0.13558850064873695,[19.889999389648438],[17.804672241210938],2.0853271484375,2.0853271484375,[30.799999237060547],[29.541065216064453],1.2589340209960938,1.2589340209960938
52,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.03999999910593033],[0.15371651947498322],0.11371652036905289,0.11371652036905289,[19.940000534057617],[17.847942352294922],2.0920581817626953,2.0920581817626953,[30.69999885559082],[26.924489974975586],3.7755088806152344,3.7755088806152344
53,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.1923774927854538],0.12237749248743057,0.12237749248743057,[19.90999984741211],[17.814062118530273],2.095937728881836,2.095937728881836,[30.69999885559082],[29.504680633544922],1.1953182220458984,1.1953182220458984
54,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05000000074505806],[0.1289781779050827],0.07897817716002464,0.07897817716002464,[19.90999984741211],[17.890338897705078],2.0196609497070312,2.0196609497070312,[30.799999237060547],[28.262428283691406],2.5375709533691406,2.5375709533691406
55,[0.06000000238418579],[0],0.06000000238418579,0.06000000238418579,[0.05999999865889549],[0.13052542507648468],0.07052542641758919,0.07052542641758919,[19.889999389648438],[17.8862361907959],2.003763198852539,2.003763198852539,[30.799999237060547],[28.222776412963867],2.5772228240966797,2.5772228240966797
56,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.03999999910593033],[0.1524568349123001],0.11245683580636978,0.11245683580636978,[19.940000534057617],[17.82775115966797],2.1122493743896484,2.1122493743896484,[30.799999237060547],[26.927959442138672],3.872039794921875,3.872039794921875
57,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.19462740421295166],0.13462740555405617,0.13462740555405617,[19.899999618530273],[17.824941635131836],2.0750579833984375,2.0750579833984375,[30.799999237060547],[29.533803939819336],1.266195297241211,1.266195297241211
58,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.15620221197605133],0.10620221123099327,0.10620221123099327,[19.940000534057617],[17.85322380065918],2.0867767333984375,2.0867767333984375,[30.799999237060547],[26.840518951416016],3.9594802856445312,3.9594802856445312
59,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.07000000029802322],[0.19839897751808167],0.12839897722005844,0.12839897722005844,[19.8799991607666],[17.79972267150879],2.0802764892578125,2.0802764892578125,[30.799999237060547],[29.563907623291016],1.2360916137695312,1.2360916137695312
60,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.14323467016220093],0.0732346698641777,0.0732346698641777,[19.889999389648438],[17.877044677734375],2.0129547119140625,2.0129547119140625,[30.799999237060547],[28.15258026123047],2.647418975830078,2.647418975830078
61,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.1786513775587082],0.12865137681365013,0.12865137681365013,[19.950000762939453],[17.845937728881836],2.104063034057617,2.104063034057617,[30.799999237060547],[27.433732986450195],3.3662662506103516,3.3662662506103516
62,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.19818225502967834],0.13818225637078285,0.13818225637078285,[19.899999618530273],[17.80437469482422],2.0956249237060547,2.0956249237060547,[30.799999237060547],[29.547510147094727],1.2524890899658203,1.2524890899658203
63,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05000000074505806],[0.13191081583499908],0.08191081508994102,0.08191081508994102,[19.899999618530273],[17.890993118286133],2.0090065002441406,2.0090065002441406,[30.799999237060547],[28.284072875976562],2.5159263610839844,2.5159263610839844
64,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.1309431493282318],0.06094314903020859,0.06094314903020859,[19.889999389648438],[17.887033462524414],2.0029659271240234,2.0029659271240234,[30.799999237060547],[28.24211311340332],2.5578861236572266,2.5578861236572266
65,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.03999999910593033],[0.1583535224199295],0.11835352331399918,0.11835352331399918,[19.950000762939453],[17.846172332763672],2.1038284301757812,2.1038284301757812,[30.799999237060547],[26.925949096679688],3.8740501403808594,3.8740501403808594
66,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05999999865889549],[0.19463421404361725],0.13463421538472176,0.13463421538472176,[19.899999618530273],[17.80251693725586],2.097482681274414,2.097482681274414,[30.799999237060547],[29.546857833862305],1.2531414031982422,1.2531414031982422
67,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.13230706751346588],0.07230706885457039,0.07230706885457039,[19.90999984741211],[17.89973258972168],2.0102672576904297,2.0102672576904297,[30.799999237060547],[28.229124069213867],2.5708751678466797,2.5708751678466797
68,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.134176567196846],0.07417656853795052,0.07417656853795052,[19.899999618530273],[17.884321212768555],2.0156784057617188,2.0156784057617188,[30.799999237060547],[28.26044273376465],2.5395565032958984,2.5395565032958984
69,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.03999999910593033],[0.1559317708015442],0.11593177169561386,0.11593177169561386,[19.940000534057617],[17.83708953857422],2.1029109954833984,2.1029109954833984,[30.69999885559082],[26.893009185791016],3.8069896697998047,3.8069896697998047
70,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.07000000029802322],[0.1921602338552475],0.12216023355722427,0.12216023355722427,[19.889999389648438],[17.808320999145508],2.0816783905029297,2.0816783905029297,[30.69999885559082],[29.505971908569336],1.1940269470214844,1.1940269470214844
71,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05000000074505806],[0.15312443673610687],0.10312443599104881,0.10312443599104881,[19.93000030517578],[17.844058990478516],2.0859413146972656,2.0859413146972656,[30.69999885559082],[26.90035629272461],3.799642562866211,3.799642562866211
72,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.19691608846187592],0.13691608980298042,0.13691608980298042,[19.899999618530273],[17.796842575073242],2.1031570434570312,2.1031570434570312,[30.69999885559082],[29.558704376220703],1.1412944793701172,1.1412944793701172
73,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.13062050938606262],0.07062051072716713,0.07062051072716713,[19.889999389648438],[17.881710052490234],2.008289337158203,2.008289337158203,[30.69999885559082],[28.190866470336914],2.5091323852539062,2.5091323852539062
74,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.05000000074505806],[0.1536828726530075],0.10368287190794945,0.10368287190794945,[19.950000762939453],[17.82999038696289],2.1200103759765625,2.1200103759765625,[30.69999885559082],[26.844482421875],3.8555164337158203,3.8555164337158203
75,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.19428665935993195],0.13428666070103645,0.13428666070103645,[19.889999389648438],[17.80806541442871],2.0819339752197266,2.0819339752197266,[30.69999885559082],[29.506418228149414],1.1935806274414062,1.1935806274414062
76,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.15303616225719452],0.10303616151213646,0.10303616151213646,[19.940000534057617],[17.85272789001465],2.0872726440429688,2.0872726440429688,[30.69999885559082],[26.85556983947754],3.8444290161132812,3.8444290161132812
77,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.05999999865889549],[0.1930055469274521],0.1330055482685566,0.1330055482685566,[19.889999389648438],[17.801101684570312],2.088897705078125,2.088897705078125,[30.799999237060547],[29.532241821289062],1.2677574157714844,1.2677574157714844
78,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.1554693877696991],0.10546938702464104,0.10546938702464104,[19.950000762939453],[17.863237380981445],2.086763381958008,2.086763381958008,[30.799999237060547],[26.885421752929688],3.9145774841308594,3.9145774841308594
79,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05999999865889549],[0.19889120757579803],0.13889120891690254,0.13889120891690254,[19.899999618530273],[17.81340789794922],2.0865917205810547,2.0865917205810547,[30.69999885559082],[29.56595230102539],1.1340465545654297,1.1340465545654297
80,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.1334923952817917],0.06349239498376846,0.06349239498376846,[19.889999389648438],[17.891109466552734],1.9988899230957031,1.9988899230957031,[30.69999885559082],[28.195600509643555],2.5043983459472656,2.5043983459472656
81,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.15481074154376984],0.10481074079871178,0.10481074079871178,[19.950000762939453],[17.81586265563965],2.1341381072998047,2.1341381072998047,[30.69999885559082],[26.893775939941406],3.806222915649414,3.806222915649414
82,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05000000074505806],[0.19665338099002838],0.14665338024497032,0.14665338024497032,[19.889999389648438],[17.82518768310547],2.0648117065429688,2.0648117065429688,[30.69999885559082],[29.54097557067871],1.1590232849121094,1.1590232849121094
83,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05000000074505806],[0.15033391118049622],0.10033391043543816,0.10033391043543816,[19.920000076293945],[17.835641860961914],2.0843582153320312,2.0843582153320312,[30.69999885559082],[26.792692184448242],3.907306671142578,3.907306671142578
84,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.19481727480888367],0.12481727451086044,0.12481727451086044,[19.889999389648438],[17.775407791137695],2.114591598510742,2.114591598510742,[30.69999885559082],[29.547765731811523],1.1522331237792969,1.1522331237792969
85,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.03999999910593033],[0.15404890477657318],0.11404890567064285,0.11404890567064285,[19.950000762939453],[17.833715438842773],2.1162853240966797,2.1162853240966797,[30.69999885559082],[26.88401985168457],3.81597900390625,3.81597900390625
86,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.1933133751153946],0.12331337481737137,0.12331337481737137,[19.889999389648438],[17.813756942749023],2.076242446899414,2.076242446899414,[30.69999885559082],[29.49829864501953],1.201700210571289,1.201700210571289
87,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.05000000074505806],[0.15596656501293182],0.10596656426787376,0.10596656426787376,[19.940000534057617],[17.8499813079834],2.0900192260742188,2.0900192260742188,[30.69999885559082],[26.854068756103516],3.8459300994873047,3.8459300994873047
88,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.19639813899993896],0.13639814034104347,0.13639814034104347,[19.90999984741211],[17.80262565612793],2.1073741912841797,2.1073741912841797,[30.69999885559082],[29.53811264038086],1.161886215209961,1.161886215209961
89,[0.05000000074505806],[0],0.05000000074505806,0.05000000074505806,[0.05999999865889549],[0.12884683907032013],0.06884684041142464,0.06884684041142464,[19.889999389648438],[17.88907241821289],2.000926971435547,2.000926971435547,[30.69999885559082],[28.230117797851562],2.469881057739258,2.469881057739258
90,[0.030000001192092896],[0],0.030000001192092896,0.030000001192092896,[0.05000000074505806],[0.1514444798231125],0.10144447907805443,0.10144447907805443,[19.940000534057617],[17.829051971435547],2.1109485626220703,2.1109485626220703,[30.69999885559082],[26.902143478393555],3.7978553771972656,3.7978553771972656
91,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.19323542714118958],0.12323542684316635,0.12323542684316635,[19.889999389648438],[17.818403244018555],2.071596145629883,2.071596145629883,[30.69999885559082],[29.540279388427734],1.159719467163086,1.159719467163086
92,[0.019999999552965164],[0],0.019999999552965164,0.019999999552965164,[0.05999999865889549],[0.1549486517906189],0.0949486531317234,0.0949486531317234,[19.950000762939453],[17.845539093017578],2.104461669921875,2.104461669921875,[30.69999885559082],[26.909290313720703],3.790708541870117,3.790708541870117
93,[0.06000000238418579],[0],0.06000000238418579,0.06000000238418579,[0.05999999865889549],[0.2004144936800003],0.1404144950211048,0.1404144950211048,[19.899999618530273],[17.82391929626465],2.076080322265625,2.076080322265625,[30.69999885559082],[29.567203521728516],1.1327953338623047,1.1327953338623047
94,[0.03999999910593033],[0],0.03999999910593033,0.03999999910593033,[0.07000000029802322],[0.13275036215782166],0.06275036185979843,0.06275036185979843,[19.899999618530273],[17.881624221801758],2.0183753967285156,2.0183753967285156,[30.69999885559082],[28.213787078857422],2.4862117767333984,2.4862117767333984
