Resource,Score,RMSE,MAE,MAPE,SMAPE,Training time,Mean Inference time,Max Inference time,Min Inference time
cpu_user_time_diff_sma_2,0.89,2.366,1.026,94.8,41.91,0.0006592273712158203,0.18547023712765637,9.709524631500244,0.08395552635192871
cpu_system_time_diff_sma_2,0.869,0.216,0.085,52.27,24.98,0.0006592273712158203,0.20360722642293322,9.278961896896362,0.08244943618774414
cpu_idle_time_diff_sma_2,0.895,2.477,1.002,27.58,14.6,0.0006592273712158203,0.20744810086193788,10.486257791519165,0.083038330078125
memory_sma_2,0.068,23.726,6.213,14.37,13.32,0.0006592273712158203,0.17179490286338178,8.56938648223877,0.08114123344421387
